375.0301 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
378.4176 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='fix.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4177 	EXP 	window1: mouseVisible = True
378.4255 	EXP 	Created cues = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='cues', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4256 	EXP 	window1: mouseVisible = True
378.4338 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4338 	EXP 	window1: mouseVisible = True
378.4392 	EXP 	Created fixationshort = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='fix.png', interpolate=True, mask=None, maskParams=None, name='fixationshort', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4392 	EXP 	window1: mouseVisible = True
378.4405 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=' ', units='height', win=Window(...), wrapWidth=1)
378.4405 	EXP 	window1: mouseVisible = True
378.4474 	EXP 	Created mainInst = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='mainInst', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
378.4474 	EXP 	window1: mouseVisible = True
378.4508 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='fix.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4508 	EXP 	window1: mouseVisible = True
378.4560 	EXP 	Created cues = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='cues', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4561 	EXP 	window1: mouseVisible = True
378.4615 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4616 	EXP 	window1: mouseVisible = True
378.4648 	EXP 	Created fixationshort = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='fix.png', interpolate=True, mask=None, maskParams=None, name='fixationshort', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
378.4649 	EXP 	window1: mouseVisible = True
378.4689 	EXP 	Created rest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='rest', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
378.4690 	EXP 	window1: mouseVisible = True
378.4861 	EXP 	Created FatigueQ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='FatigueQ', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
378.4862 	EXP 	window1: mouseVisible = True
378.4863 	EXP 	window1: mouseVisible = True
378.4866 	EXP 	window1: mouseVisible = True
378.4868 	EXP 	window1: mouseVisible = True
378.4892 	EXP 	window1: mouseVisible = True
378.4892 	EXP 	window1: mouseVisible = True
378.4895 	EXP 	window1: mouseVisible = True
378.4897 	EXP 	window1: mouseVisible = True
378.4915 	EXP 	window1: mouseVisible = True
378.4920 	EXP 	Created FatigueEnd = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='FatigueEnd', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
378.4920 	EXP 	window1: mouseVisible = True
378.4920 	EXP 	window1: mouseVisible = True
378.5027 	EXP 	Created endText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='endText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0015 	EXP 	textbox: autoLog = True
0.0040 	EXP 	pracText1: autoDraw = True
20.2943 	DATA 	Keypress: space
20.3232 	EXP 	pracText1: autoDraw = False
20.3232 	EXP 	practInst2: autoDraw = True
53.7586 	EXP 	Imported cond.xlsx as conditions, 24 conditions, 4 params
53.7611 	EXP 	Created sequence: random, trialTypes=24, nReps=1, seed=None
53.7615 	EXP 	New trial (rep=0, index=0): {'cue': 'upper.png', 'tar': 'incongLeft.png', 'corrAns': 'left', 'targOrientation': 0}
53.7762 	DATA 	Keypress: space
53.7786 	EXP 	practInst2: autoDraw = False
53.7786 	EXP 	image: autoDraw = True
54.1860 	EXP 	image: autoDraw = False
54.1860 	EXP 	image: autoDraw = False
54.1860 	EXP 	cues: image = 'upper.png'
54.1860 	EXP 	target: ori = 0.0
54.1860 	EXP 	target: image = 'incongLeft.png'
54.1860 	EXP 	cues: autoDraw = True
54.1860 	EXP 	fixationshort: autoDraw = True
54.2861 	EXP 	cues: autoDraw = False
54.6864 	EXP 	target: autoDraw = True
54.6864 	EXP 	fixationshort: autoDraw = False
55.9723 	DATA 	Keypress: left
55.9736 	EXP 	cues: autoDraw = False
55.9736 	EXP 	target: autoDraw = False
55.9736 	EXP 	fixationshort: autoDraw = False
55.9736 	EXP 	text: height = 0.04
55.9736 	EXP 	text: height = 0.04
55.9736 	EXP 	text: height = 0.04
55.9736 	EXP 	text: text = 'Correct! Your RT is : 1.26'
55.9736 	EXP 	text: autoDraw = True
56.9708 	EXP 	New trial (rep=0, index=1): {'cue': 'centre.png', 'tar': 'congLeft.png', 'corrAns': 'left', 'targOrientation': 0}
56.9861 	EXP 	text: autoDraw = False
56.9861 	EXP 	image: autoDraw = True
57.4860 	EXP 	image: autoDraw = False
57.4860 	EXP 	image: autoDraw = False
57.4860 	EXP 	cues: image = 'centre.png'
57.4860 	EXP 	target: ori = 0.0
57.4860 	EXP 	target: image = 'congLeft.png'
57.4860 	EXP 	cues: autoDraw = True
57.4860 	EXP 	fixationshort: autoDraw = True
57.5861 	EXP 	cues: autoDraw = False
57.9861 	EXP 	target: autoDraw = True
57.9861 	EXP 	fixationshort: autoDraw = False
58.9543 	DATA 	Keypress: left
58.9561 	EXP 	cues: autoDraw = False
58.9561 	EXP 	target: autoDraw = False
58.9561 	EXP 	fixationshort: autoDraw = False
58.9561 	EXP 	text: height = 0.04
58.9561 	EXP 	text: height = 0.04
58.9561 	EXP 	text: height = 0.04
58.9561 	EXP 	text: text = 'Correct! Your RT is : 0.95'
58.9561 	EXP 	text: autoDraw = True
59.9542 	EXP 	New trial (rep=0, index=2): {'cue': 'both.png', 'tar': 'incongLeft.png', 'corrAns': 'left', 'targOrientation': 0}
59.9690 	EXP 	text: autoDraw = False
59.9690 	EXP 	image: autoDraw = True
60.4693 	EXP 	image: autoDraw = False
60.4693 	EXP 	image: autoDraw = False
60.4693 	EXP 	cues: image = 'both.png'
60.4693 	EXP 	target: ori = 0.0
60.4693 	EXP 	target: image = 'incongLeft.png'
60.4693 	EXP 	cues: autoDraw = True
60.4693 	EXP 	fixationshort: autoDraw = True
60.5694 	EXP 	cues: autoDraw = False
60.9694 	EXP 	target: autoDraw = True
60.9694 	EXP 	fixationshort: autoDraw = False
61.8012 	DATA 	Keypress: left
61.8032 	EXP 	cues: autoDraw = False
61.8032 	EXP 	target: autoDraw = False
61.8032 	EXP 	fixationshort: autoDraw = False
61.8032 	EXP 	text: height = 0.04
61.8032 	EXP 	text: height = 0.04
61.8032 	EXP 	text: height = 0.04
61.8032 	EXP 	text: text = 'Correct! Your RT is : 0.81'
61.8032 	EXP 	text: autoDraw = True
62.8023 	EXP 	New trial (rep=0, index=3): {'cue': 'both.png', 'tar': 'incongLeft.png', 'corrAns': 'right', 'targOrientation': 180}
62.8192 	EXP 	text: autoDraw = False
62.8192 	EXP 	image: autoDraw = True
63.2192 	EXP 	image: autoDraw = False
63.2192 	EXP 	image: autoDraw = False
63.2192 	EXP 	cues: image = 'both.png'
63.2192 	EXP 	target: ori = 180.0
63.2192 	EXP 	target: image = 'incongLeft.png'
63.2192 	EXP 	cues: autoDraw = True
63.2192 	EXP 	fixationshort: autoDraw = True
63.3196 	EXP 	cues: autoDraw = False
63.7026 	EXP 	target: autoDraw = True
63.7195 	EXP 	fixationshort: autoDraw = False
64.5735 	DATA 	Keypress: right
64.6031 	EXP 	cues: autoDraw = False
64.6031 	EXP 	target: autoDraw = False
64.6031 	EXP 	fixationshort: autoDraw = False
64.6031 	EXP 	text: height = 0.04
64.6031 	EXP 	text: height = 0.04
64.6031 	EXP 	text: height = 0.04
64.6031 	EXP 	text: text = 'Correct! Your RT is : 0.87'
64.6031 	EXP 	text: autoDraw = True
65.5886 	EXP 	New trial (rep=0, index=4): {'cue': 'centre.png', 'tar': 'incongLeft.png', 'corrAns': 'right', 'targOrientation': 180}
65.6024 	EXP 	text: autoDraw = False
65.6024 	EXP 	text: autoDraw = False
65.6024 	EXP 	image: autoDraw = True
66.1024 	EXP 	image: autoDraw = False
66.1024 	EXP 	image: autoDraw = False
66.1024 	EXP 	cues: image = 'centre.png'
66.1024 	EXP 	target: ori = 180.0
66.1024 	EXP 	target: image = 'incongLeft.png'
66.1024 	EXP 	cues: autoDraw = True
66.1024 	EXP 	fixationshort: autoDraw = True
66.2024 	EXP 	cues: autoDraw = False
66.6025 	EXP 	target: autoDraw = True
66.6025 	EXP 	fixationshort: autoDraw = False
67.3062 	DATA 	Keypress: right
67.3187 	EXP 	cues: autoDraw = False
67.3187 	EXP 	target: autoDraw = False
67.3187 	EXP 	fixationshort: autoDraw = False
67.3187 	EXP 	text: height = 0.04
67.3187 	EXP 	text: height = 0.04
67.3187 	EXP 	text: height = 0.04
67.3187 	EXP 	text: text = 'Correct! Your RT is : 0.7'
67.3187 	EXP 	text: autoDraw = True
68.3039 	EXP 	New trial (rep=0, index=5): {'cue': 'centre.png', 'tar': 'congRight.png', 'corrAns': 'right', 'targOrientation': 0}
68.3193 	EXP 	text: autoDraw = False
68.3193 	EXP 	text: autoDraw = False
68.3193 	EXP 	image: autoDraw = True
68.7192 	EXP 	image: autoDraw = False
68.7192 	EXP 	image: autoDraw = False
68.7192 	EXP 	cues: image = 'centre.png'
68.7192 	EXP 	target: ori = 0.0
68.7192 	EXP 	target: image = 'congRight.png'
68.7192 	EXP 	cues: autoDraw = True
68.7192 	EXP 	fixationshort: autoDraw = True
68.8194 	EXP 	cues: autoDraw = False
69.2191 	EXP 	target: autoDraw = True
69.2191 	EXP 	fixationshort: autoDraw = False
69.8661 	DATA 	Keypress: right
69.8686 	EXP 	cues: autoDraw = False
69.8686 	EXP 	target: autoDraw = False
69.8686 	EXP 	fixationshort: autoDraw = False
69.8686 	EXP 	text: height = 0.04
69.8686 	EXP 	text: height = 0.04
69.8686 	EXP 	text: height = 0.04
69.8686 	EXP 	text: text = 'Correct! Your RT is : 0.63'
69.8686 	EXP 	text: autoDraw = True
70.8548 	EXP 	New trial (rep=0, index=6): {'cue': 'centre.png', 'tar': 'incongLeft.png', 'corrAns': 'left', 'targOrientation': 0}
70.8693 	EXP 	text: autoDraw = False
70.8693 	EXP 	text: autoDraw = False
70.8693 	EXP 	image: autoDraw = True
71.3688 	EXP 	image: autoDraw = False
71.3688 	EXP 	image: autoDraw = False
71.3688 	EXP 	cues: image = 'centre.png'
71.3688 	EXP 	target: ori = 0.0
71.3688 	EXP 	target: image = 'incongLeft.png'
71.3688 	EXP 	cues: autoDraw = True
71.3688 	EXP 	fixationshort: autoDraw = True
71.4694 	EXP 	cues: autoDraw = False
71.8526 	EXP 	target: autoDraw = True
71.8692 	EXP 	fixationshort: autoDraw = False
72.4622 	DATA 	Keypress: left
72.4689 	EXP 	cues: autoDraw = False
72.4689 	EXP 	target: autoDraw = False
72.4689 	EXP 	fixationshort: autoDraw = False
72.4689 	EXP 	text: height = 0.04
72.4689 	EXP 	text: height = 0.04
72.4689 	EXP 	text: height = 0.04
72.4689 	EXP 	text: text = 'Correct! Your RT is : 0.6'
72.4689 	EXP 	text: autoDraw = True
73.4550 	EXP 	New trial (rep=0, index=7): {'cue': 'blank.png', 'tar': 'incongLeft.png', 'corrAns': 'right', 'targOrientation': 180}
73.4691 	EXP 	text: autoDraw = False
73.4691 	EXP 	text: autoDraw = False
73.4691 	EXP 	image: autoDraw = True
73.8691 	EXP 	image: autoDraw = False
73.8691 	EXP 	image: autoDraw = False
73.8691 	EXP 	cues: image = 'blank.png'
73.8691 	EXP 	target: ori = 180.0
73.8691 	EXP 	target: image = 'incongLeft.png'
73.8691 	EXP 	cues: autoDraw = True
73.8691 	EXP 	fixationshort: autoDraw = True
73.9689 	EXP 	cues: autoDraw = False
74.3692 	EXP 	target: autoDraw = True
74.3692 	EXP 	fixationshort: autoDraw = False
75.2328 	DATA 	Keypress: right
75.2353 	EXP 	cues: autoDraw = False
75.2353 	EXP 	target: autoDraw = False
75.2353 	EXP 	fixationshort: autoDraw = False
75.2353 	EXP 	text: height = 0.04
75.2353 	EXP 	text: height = 0.04
75.2353 	EXP 	text: height = 0.04
75.2353 	EXP 	text: text = 'Correct! Your RT is : 0.84'
75.2353 	EXP 	text: autoDraw = True
76.2204 	EXP 	New trial (rep=0, index=8): {'cue': 'both.png', 'tar': 'congRight.png', 'corrAns': 'right', 'targOrientation': 0}
76.2358 	EXP 	text: autoDraw = False
76.2358 	EXP 	text: autoDraw = False
76.2358 	EXP 	image: autoDraw = True
76.7854 	EXP 	image: autoDraw = False
76.7854 	EXP 	image: autoDraw = False
76.7854 	EXP 	cues: image = 'both.png'
76.7854 	EXP 	target: ori = 0.0
76.7854 	EXP 	target: image = 'congRight.png'
76.7854 	EXP 	cues: autoDraw = True
76.7854 	EXP 	fixationshort: autoDraw = True
76.8852 	EXP 	cues: autoDraw = False
77.2856 	EXP 	target: autoDraw = True
77.2856 	EXP 	fixationshort: autoDraw = False
78.0128 	DATA 	Keypress: right
78.0187 	EXP 	cues: autoDraw = False
78.0187 	EXP 	target: autoDraw = False
78.0187 	EXP 	fixationshort: autoDraw = False
78.0187 	EXP 	text: height = 0.04
78.0187 	EXP 	text: height = 0.04
78.0187 	EXP 	text: height = 0.04
78.0187 	EXP 	text: text = 'Correct! Your RT is : 0.71'
78.0187 	EXP 	text: autoDraw = True
79.0046 	EXP 	New trial (rep=0, index=9): {'cue': 'lower.png', 'tar': 'congRight.png', 'corrAns': 'left', 'targOrientation': 180}
79.0190 	EXP 	text: autoDraw = False
79.0190 	EXP 	text: autoDraw = False
79.0190 	EXP 	image: autoDraw = True
79.4688 	EXP 	image: autoDraw = False
79.4688 	EXP 	image: autoDraw = False
79.4688 	EXP 	cues: image = 'lower.png'
79.4688 	EXP 	target: ori = 180.0
79.4688 	EXP 	target: image = 'congRight.png'
79.4688 	EXP 	cues: autoDraw = True
79.4688 	EXP 	fixationshort: autoDraw = True
79.5691 	EXP 	cues: autoDraw = False
79.9690 	EXP 	target: autoDraw = True
79.9690 	EXP 	fixationshort: autoDraw = False
80.6479 	DATA 	Keypress: left
80.6519 	EXP 	cues: autoDraw = False
80.6519 	EXP 	target: autoDraw = False
80.6519 	EXP 	fixationshort: autoDraw = False
80.6519 	EXP 	text: height = 0.04
80.6519 	EXP 	text: height = 0.04
80.6519 	EXP 	text: height = 0.04
80.6519 	EXP 	text: text = 'Correct! Your RT is : 0.66'
80.6519 	EXP 	text: autoDraw = True
81.6378 	EXP 	New trial (rep=0, index=10): {'cue': 'both.png', 'tar': 'congLeft.png', 'corrAns': 'left', 'targOrientation': 0}
81.6522 	EXP 	text: autoDraw = False
81.6522 	EXP 	text: autoDraw = False
81.6522 	EXP 	image: autoDraw = True
82.0520 	EXP 	image: autoDraw = False
82.0520 	EXP 	image: autoDraw = False
82.0520 	EXP 	cues: image = 'both.png'
82.0520 	EXP 	target: ori = 0.0
82.0520 	EXP 	target: image = 'congLeft.png'
82.0520 	EXP 	cues: autoDraw = True
82.0520 	EXP 	fixationshort: autoDraw = True
82.1520 	EXP 	cues: autoDraw = False
82.5521 	EXP 	target: autoDraw = True
82.5521 	EXP 	fixationshort: autoDraw = False
83.0832 	DATA 	Keypress: left
83.0851 	EXP 	cues: autoDraw = False
83.0851 	EXP 	target: autoDraw = False
83.0851 	EXP 	fixationshort: autoDraw = False
83.0851 	EXP 	text: height = 0.04
83.0851 	EXP 	text: height = 0.04
83.0851 	EXP 	text: height = 0.04
83.0851 	EXP 	text: text = 'Correct! Your RT is : 0.52'
83.0851 	EXP 	text: autoDraw = True
84.0711 	EXP 	New trial (rep=0, index=11): {'cue': 'blank.png', 'tar': 'congLeft.png', 'corrAns': 'left', 'targOrientation': 0}
84.0856 	EXP 	text: autoDraw = False
84.0856 	EXP 	text: autoDraw = False
84.0856 	EXP 	image: autoDraw = True
84.4855 	EXP 	image: autoDraw = False
84.4855 	EXP 	image: autoDraw = False
84.4855 	EXP 	cues: image = 'blank.png'
84.4855 	EXP 	target: ori = 0.0
84.4855 	EXP 	target: image = 'congLeft.png'
84.4855 	EXP 	cues: autoDraw = True
84.4855 	EXP 	fixationshort: autoDraw = True
84.5857 	EXP 	cues: autoDraw = False
84.9852 	EXP 	target: autoDraw = True
84.9852 	EXP 	fixationshort: autoDraw = False
85.6951 	DATA 	Keypress: left
85.7018 	EXP 	cues: autoDraw = False
85.7018 	EXP 	target: autoDraw = False
85.7018 	EXP 	fixationshort: autoDraw = False
85.7018 	EXP 	text: height = 0.04
85.7018 	EXP 	text: height = 0.04
85.7018 	EXP 	text: height = 0.04
85.7018 	EXP 	text: text = 'Correct! Your RT is : 0.69'
85.7018 	EXP 	text: autoDraw = True
86.6885 	EXP 	New trial (rep=0, index=12): {'cue': 'lower.png', 'tar': 'incongLeft.png', 'corrAns': 'right', 'targOrientation': 180}
86.7020 	EXP 	text: autoDraw = False
86.7020 	EXP 	text: autoDraw = False
86.7020 	EXP 	image: autoDraw = True
87.1021 	EXP 	image: autoDraw = False
87.1021 	EXP 	image: autoDraw = False
87.1021 	EXP 	cues: image = 'lower.png'
87.1021 	EXP 	target: ori = 180.0
87.1021 	EXP 	target: image = 'incongLeft.png'
87.1021 	EXP 	cues: autoDraw = True
87.1021 	EXP 	fixationshort: autoDraw = True
87.2021 	EXP 	cues: autoDraw = False
87.6023 	EXP 	target: autoDraw = True
87.6023 	EXP 	fixationshort: autoDraw = False
88.3979 	DATA 	Keypress: right
88.4018 	EXP 	cues: autoDraw = False
88.4018 	EXP 	target: autoDraw = False
88.4018 	EXP 	fixationshort: autoDraw = False
88.4018 	EXP 	text: height = 0.04
88.4018 	EXP 	text: height = 0.04
88.4018 	EXP 	text: height = 0.04
88.4018 	EXP 	text: text = 'Correct! Your RT is : 0.77'
88.4018 	EXP 	text: autoDraw = True
89.3879 	EXP 	New trial (rep=0, index=13): {'cue': 'lower.png', 'tar': 'congLeft.png', 'corrAns': 'right', 'targOrientation': 180}
89.4022 	EXP 	text: autoDraw = False
89.4022 	EXP 	text: autoDraw = False
89.4022 	EXP 	image: autoDraw = True
89.8020 	EXP 	image: autoDraw = False
89.8020 	EXP 	image: autoDraw = False
89.8020 	EXP 	cues: image = 'lower.png'
89.8020 	EXP 	target: ori = 180.0
89.8020 	EXP 	target: image = 'congLeft.png'
89.8020 	EXP 	cues: autoDraw = True
89.8020 	EXP 	fixationshort: autoDraw = True
89.9016 	EXP 	cues: autoDraw = False
90.3022 	EXP 	target: autoDraw = True
90.3022 	EXP 	fixationshort: autoDraw = False
90.7798 	DATA 	Keypress: right
90.7849 	EXP 	cues: autoDraw = False
90.7849 	EXP 	target: autoDraw = False
90.7849 	EXP 	fixationshort: autoDraw = False
90.7849 	EXP 	text: height = 0.04
90.7849 	EXP 	text: height = 0.04
90.7849 	EXP 	text: height = 0.04
90.7849 	EXP 	text: text = 'Correct! Your RT is : 0.46'
90.7849 	EXP 	text: autoDraw = True
91.7710 	EXP 	New trial (rep=0, index=14): {'cue': 'centre.png', 'tar': 'congRight.png', 'corrAns': 'left', 'targOrientation': 180}
91.7852 	EXP 	text: autoDraw = False
91.7852 	EXP 	text: autoDraw = False
91.7852 	EXP 	image: autoDraw = True
92.3353 	EXP 	image: autoDraw = False
92.3353 	EXP 	image: autoDraw = False
92.3353 	EXP 	cues: image = 'centre.png'
92.3353 	EXP 	target: ori = 180.0
92.3353 	EXP 	target: image = 'congRight.png'
92.3353 	EXP 	cues: autoDraw = True
92.3353 	EXP 	fixationshort: autoDraw = True
92.4353 	EXP 	cues: autoDraw = False
92.8355 	EXP 	target: autoDraw = True
92.8355 	EXP 	fixationshort: autoDraw = False
93.4322 	DATA 	Keypress: left
93.4351 	EXP 	cues: autoDraw = False
93.4351 	EXP 	target: autoDraw = False
93.4351 	EXP 	fixationshort: autoDraw = False
