run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
26,3.7231733,1.0137487,0.3168328,0.2369755,0.1096063,0.01424341,-0.077034196,-0.002535481,-0.001848172,0.9655796,0.8913362,0.9560515
27,4.0173564,0.8002386,0.3640801,0.24871944,0.12311414,0.01817165,-0.06601922,-0.07587589,0.01289035,0.9745399,0.7649242,0.9439881
28,4.1077645,0.9245452,0.3216657,0.24797797,0.11668287,0.01774115,-0.114888547,-0.054338523,0.008718538,0.9554746,0.709645,0.9390739
29,3.7686422,0.78982,0.2773866,0.24282944,0.09236078,0.01388666,-0.121232476,-0.025125402,0.004968207,0.9656068,0.8902227,0.926018
30,3.4875632,0.8220952,0.3468827,0.22478163,0.11559653,0.01398496,-0.039040098,-0.017169915,0.002611529,0.9478024,0.8905859,0.9588215
31,3.493855,0.937683,0.2886684,0.162072968,0.070758314,0.009702602,0.009792304,-0.007661318,0.00268844,0.9833769,0.8817758,0.9625103
32,3.6666324,0.9334953,0.331414,0.2641342,0.1118894,0.01603974,0.02388177,-0.022438435,0.008078722,0.836563,0.8679439,0.9899751
33,3.7950096,0.8861788,0.3008903,0.27044061,0.10678599,0.01261208,0.1650148,0.027355686,-0.003465268,0.9743421,0.8422595,0.9606465
34,3.971974,0.9564352,0.3125069,0.191575195,0.056067101,0.008421892,1.48E-01,1.93E-02,-8.87E-05,0.7982099,0.9161797,0.9783605
35,3.8083598,1.0337044,0.3325868,0.15461474,0.09043895,0.01184621,-0.062683438,0.015694944,-0.003764788,0.9841937,0.9503454,0.9931687
36,4.1925555,1.0812965,0.2988409,0.21568695,0.16153167,0.01889597,0.00456994,0.07695494,-0.01299554,0.9768711,0.9061167,0.9501997
37,3.8680894,1.0060058,0.3288227,0.120178262,0.038071047,0.006532961,0.025658637,0.011808592,0.000516983,0.974443,0.9769185,0.991064
38,3.8223304,0.9405794,0.29591,0.32143841,0.10626921,0.01248395,-0.050074402,0.01951971,-0.003556479,0.8234058,0.717394,0.9542347
39,3.6843518,1.0700298,0.2906582,0.18574277,0.09044877,0.01114207,0.1666404,0.0881069,-0.01005099,0.9833561,0.9841071,0.9967046
40,3.920023,0.8125677,0.3419146,0.109930781,0.054974944,0.008101362,-0.077593722,-0.050018923,0.007483678,0.9928268,0.9846071,0.9968935
41,4.0035668,0.9315071,0.323101,0.27776749,0.1583198,0.01944851,0.012176416,-0.025161873,0.002394833,0.9653708,0.7435158,0.9157092
42,4.0576118,1.1231156,0.3210197,0.3142753,0.1446341,0.0148268,0.19750644,0.087780523,-0.007704718,0.9112966,0.8228879,0.9865098
43,4.0524363,0.9085194,0.3426375,0.22321788,0.095369,0.01403071,0.010345791,-0.010713717,0.003804693,0.761355,0.9018887,0.9972072
44,4.0675592,0.8763437,0.3425188,0.174082481,0.049125137,0.007227862,-0.01203878,-0.031712574,0.006099389,0.965222,0.977584,0.9973328
45,4.5977539,0.873771,0.3145597,0.52890288,0.17042831,0.01513077,0.191438014,0.082905144,-0.008371886,0.838629,0.507301,0.9794367
46,3.8072256,0.7446808,0.3230317,0.128488678,0.0400517,0.006248267,-0.023041346,-0.032489298,0.005195566,0.9901074,0.9916613,0.99545
47,4.0115013,0.9912194,0.3499393,0.23231774,0.11228247,0.01462339,0.03117758,0.033947512,-0.006656406,0.9229903,0.7593699,0.9256065
48,3.8386628,0.9139079,0.3148576,0.16297297,0.08280648,0.01519563,0.024033477,0.00114414,0.002482156,0.9393718,0.9677943,0.9737948
49,3.2248319,0.765382,0.3246417,0.351007731,0.068374981,0.009175887,0.020230513,-0.021749212,0.004807919,0.8738612,0.9437645,0.9819625
50,3.4841425,1.0436111,0.2621388,0.18309529,0.13636197,0.02297967,0.0622577,0.04980761,-0.01038896,0.9648999,0.8989805,0.9372965
51,3.3666674,0.8835208,0.3122675,0.212115495,0.068881716,0.008410878,-0.129898576,-0.016396847,0.001494594,0.9788875,0.9046406,0.9878389
52,3.6888011,0.9393069,0.2927167,0.20745417,0.09864113,0.01381159,0.009494968,-0.006144403,0.001663024,0.9711072,0.8171774,0.919175
53,3.5761581,0.8650163,0.3176598,0.67030937,0.24453897,0.02107936,0.056847592,0.036327498,-0.000783579,0.8529227,0.7481463,0.9487116
54,3.7033784,0.8406478,0.3125427,0.27162327,0.09880292,0.01490408,-0.106967562,-0.02990228,0.006090842,0.9763906,0.8294237,0.9406713
55,3.9002129,0.8239887,0.3114433,0.20680691,0.08786714,0.01246833,-0.021905155,-0.007808867,0.001821511,0.9582149,0.7937771,0.9737398
56,3.7135373,1.0007521,0.3329841,0.20504127,0.08226284,0.01030832,0.14791821,0.063199,-0.00606386,0.917132,0.9913308,0.9962259
57,3.9292862,0.9267221,0.3025714,0.176146589,0.060613649,0.007929717,0.029630661,0.016023452,-0.001142139,0.983093,0.9787019,0.9839452
58,4.1021093,0.9927648,0.321244,0.3857093,0.18201877,0.01786371,0.130468739,0.078469341,-0.008580875,0.8699611,0.5617577,0.9748639
59,4.1294443,0.7693372,0.3567428,0.156980365,0.049008137,0.007306883,-0.081238747,-0.00538946,-0.000102738,0.9869466,0.9735817,0.9884089
60,3.6561442,0.8738365,0.3540379,0.121473998,0.042691932,0.009423669,-0.004780259,-0.0330665,0.006671346,0.9937482,0.9846216,0.9969126
61,3.9270142,0.939006,0.3316511,0.226119546,0.061188911,0.006222633,0.119639927,0.048977033,-0.006211561,0.9408151,0.989118,0.9999979
62,3.912667,0.9300085,0.2763291,0.106739977,0.059038883,0.009854754,-0.038773971,0.003262299,0.00110724,0.9892057,0.906365,0.9789767
63,4.0941261,0.9095511,0.3068813,0.317688397,0.073210082,0.005444258,0.176609495,0.037943136,-0.002328086,0.468698,0.9457195,0.9887361
64,3.6020103,0.9950793,0.3312895,0.180408324,0.057526821,0.007904746,0.065976863,0.001386051,0.001060914,0.977305,0.973621,0.9832557
65,3.9490365,1.0604801,0.2710621,0.2423703,0.09454795,0.01430455,0.10535063,0.05761528,-0.01045851,0.9028361,0.9550751,0.9579372
66,3.5318987,0.9608745,0.3347213,0.21069601,0.1172404,0.01705999,0.05834519,0.04559979,-0.00411063,0.9433936,0.8138956,0.9137252
67,4.117618,0.941264,0.327966,0.169202144,0.043248312,0.004615381,-0.029080901,-0.027346596,0.002339026,0.8539512,0.982078,0.9991354
68,4.1383666,0.9281484,0.334452,0.21891544,0.08845315,0.0116075,-0.032771146,-0.010578462,0.000522458,0.9039591,0.7402529,0.9696673
69,3.8925393,0.8839941,0.2720686,0.07869039,0.034463217,0.006274324,-0.014849071,-0.004086802,0.001741963,0.99143,0.9272859,0.991057
70,3.2976443,0.7422686,0.313271,0.18108118,0.049757514,0.008663357,-0.042288115,-0.034945132,0.004101863,0.9716822,0.9743608,0.985151
71,4.0840855,0.8081309,0.3074918,0.170952877,0.063279108,0.007991976,-0.000700149,-0.006661565,0.002584254,0.9742393,0.9755458,0.995631
72,3.8536807,0.94811,0.3014075,0.19178835,0.0827134,0.01101493,0.071163498,0.037853436,-0.003385196,0.9812408,0.9875394,0.9608292
73,3.9276577,0.8605937,0.3305855,0.15270624,0.07630222,0.01047508,0.028913767,0.040895371,-0.006527794,0.9500259,0.7090772,0.9936936
74,3.4792524,0.8009116,0.3242367,0.148229429,0.076154318,0.009103569,-0.029446992,-0.002819597,-0.001142401,0.9975909,0.8991289,0.9796743
75,4.2479467,0.8607433,0.3672509,0.315682163,0.090064936,0.008992898,0.060946927,-0.00657752,0.000899563,0.8545913,0.4453537,0.9851673
76,4.0547987,0.8371183,0.3245101,0.205290312,0.081318859,0.009918178,0.076927219,0.013490112,-0.003737846,0.9551628,0.884617,0.9925544
77,3.8752865,0.918086,0.3398105,0.202263116,0.077489864,0.009786491,0.040617938,0.024101864,-0.004920454,0.9689171,0.8447434,0.9685067
78,3.4198285,0.8516347,0.3357514,0.17273531,0.08716109,0.01082372,-0.002602284,-0.05835135,0.008553852,0.9367866,0.9238249,0.9990999
79,4.0072334,0.8365597,0.2923549,0.22963824,0.07801378,0.01148949,-0.085553608,-0.003135853,-0.000971229,0.75677,0.8927414,0.9983723
80,3.6045194,1.0683374,0.2947084,0.24085488,0.10175784,0.01636211,0.122510725,0.062918406,-0.008733623,0.9732564,0.8275324,0.2702906
81,3.8565776,0.8098207,0.3478437,0.298620446,0.033482748,0.002827106,-0.203740004,-0.013322855,-0.00075012,0.8122656,0.9857593,0.9987266
82,4.5358908,0.8961963,0.3467832,0.50823657,0.14705175,0.01792593,0.004584486,-0.030832075,0.006804574,0.8795602,0.689031,0.9228434
83,3.8313621,0.896697,0.3285254,0.29859598,0.11229827,0.01336474,0.07447602,0.04618168,-0.00592024,0.3616312,0.9835426,0.7515907
84,3.4062615,0.7291368,0.3256024,0.33198789,0.08364261,0.00961782,-0.225146798,-0.056367294,0.006788706,0.8179996,0.9554126,0.9945543
85,3.7799846,0.8851159,0.3256031,0.200504065,0.074576995,0.007036694,-0.006063995,-0.023247274,0.003135407,0.9395142,0.918067,0.9712405
86,4.1519253,1.0058156,0.3151797,0.27036633,0.0870778,0.01319052,0.064848671,0.033948546,-0.006227239,0.9199128,0.9179998,0.9143388
87,3.8602275,0.9276295,0.2998294,0.07778315,0.06762124,0.01018863,-1.05E-02,-1.99E-03,-1.82E-05,0.9905463,0.6713118,0.984347
88,3.811372,0.8786937,0.334243,0.26050492,0.09238165,0.01260899,-0.111296562,-0.026800996,0.002216245,0.9094832,0.776817,0.9623623
89,4.0735857,0.8238588,0.3600795,0.204267153,0.045439802,0.005983167,0.011644239,-0.007995118,-0.002309188,0.8747492,0.9802373,0.9888801
90,3.9448746,0.8401793,0.360894,0.16948359,0.044811207,0.004518292,-0.144806353,-0.025520828,0.001738549,0.9927205,0.9764098,0.9948799
91,4.3005434,0.9671157,0.3176977,0.27746062,0.12858831,0.01385971,0.061966496,0.005138596,0.001247434,0.9841958,0.6647443,0.9695197
92,3.5787451,1.0087379,0.3691072,0.3084497,0.1085302,0.0152405,0.105541603,0.039336978,-0.000704464,0.9715075,0.7311318,0.9601935
93,4.0003496,0.8737461,0.3417257,0.327981688,0.076889578,0.008236343,0.01458846,0.018597066,-0.00087447,0.8675674,0.9329051,0.996231
94,4.5397143,0.8181883,0.3030418,0.20885934,0.08461734,0.01058624,0.055768806,0.0188879,-0.003098212,0.9405318,0.9271247,0.9725164
95,4.083007,0.9021692,0.2975755,0.1565171,0.08012165,0.01107374,-0.039034451,0.028886925,-0.006216006,0.9907322,0.5211339,0.9767136
96,3.9369213,0.7868149,0.2856372,0.46152133,0.15746559,0.01568787,-0.122091672,-0.039864581,0.006339925,0.9657107,0.8702024,0.835765
97,3.9049273,0.9858349,0.3237482,0.19046289,0.11301806,0.01421733,0.022017864,-0.013676285,0.002068793,0.986529,0.6439839,0.9645072
98,4.4009286,1.0160504,0.2814313,0.196922203,0.068616113,0.006314141,0.063821545,0.026325464,-0.001431057,0.8267152,0.9410139,0.9956897
99,4.247092,1.027625,0.2938664,0.2244394,0.0853787,0.0110797,-0.066852514,-0.007783046,-0.000505678,0.9836882,0.8680841,0.9579663
100,4.50243,1.0026986,0.3387228,0.400614,0.19566038,0.02063441,0.22302712,0.12420672,-0.01262449,0.9404606,0.7775076,0.9082804
101,3.6636816,0.8741447,0.3101073,0.230151097,0.061072558,0.005471867,-0.109846705,-0.034151291,0.003845031,0.9221373,0.9168982,0.9992891
102,3.3881804,0.7441583,0.3296753,0.15281208,0.049497014,0.007129396,-0.056164182,-0.004629136,-0.000600259,0.9927144,0.9442429,0.9938816
103,4.0050669,0.9888722,0.3065807,0.1855774,0.08722097,0.01103906,-0.001265136,0.0123411,-0.001782259,0.8744733,0.5329738,0.9900629
104,3.9195569,0.9584812,0.3259789,0.130963049,0.044264055,0.007816843,-0.004331694,-0.011678485,0.000227999,0.9569251,0.9505305,0.9900417
105,4.101552,1.0382903,0.2975386,0.22095802,0.09361233,0.01001739,0.163790565,0.065813958,-0.007962702,0.9970069,0.9509409,0.9897376
106,3.056555,0.9319927,0.3342468,0.1878623,0.09587914,0.01409898,-0.057648044,0.011175092,-0.003043568,0.9556678,0.6809615,0.9860271
107,4.890785,1.052222,0.35226,0.38386431,0.11180759,0.01146918,0.181931515,0.025145557,-0.000544587,0.8218327,0.9159039,0.9812834
108,4.1994987,0.9953609,0.3238125,0.125618338,0.059871744,0.007484641,0.088745693,0.031557265,-0.003231461,0.9956831,0.9385628,0.9888447
109,3.992074,0.9391516,0.3254306,0.186662321,0.07259974,0.007794812,0.075365728,0.050873179,-0.004874092,0.9641497,0.9090635,0.9827551
110,3.587126,0.9099828,0.3637721,0.38762742,0.093091134,0.009438964,0.044571752,0.005797684,-0.000860676,0.8955218,0.8735117,0.9676221
111,3.9940531,0.9130282,0.3194572,0.184355233,0.062433833,0.007645758,-0.007173933,-0.008622493,-0.000476369,0.9830458,0.8376525,0.983799
112,4.0307878,0.9992497,0.3104615,0.29872228,0.12312887,0.01248804,-0.015192,-0.001776842,0.000467805,0.868028,0.4955585,0.9426662
113,3.809659,0.9058191,0.3023933,0.158842235,0.045523563,0.009040172,0.04973384,0.01691048,-0.00404652,0.9927979,0.9256976,0.993944
114,4.065164,0.9828,0.2904795,0.33125012,0.11692982,0.01087443,0.067928384,0.014025919,0.000458319,0.9578614,0.6337382,0.9823696
115,3.3463349,0.8324504,0.3202257,0.18250736,0.10126569,0.01729945,-0.13623405,-0.08589759,0.01279675,0.9765272,0.9571479,0.9278543
116,4.2432179,0.8696128,0.3249787,0.177490369,0.048799633,0.004504851,0.106451082,0.018212497,-0.001911417,0.9432025,0.893398,0.9986553
117,3.5887955,0.7331634,0.3416759,0.25309894,0.11196967,0.01687317,-0.13195788,-0.08858189,0.01270871,0.9148271,0.8819834,0.9886787
118,4.2873392,0.8966691,0.3361776,0.1276172,0.06352275,0.01300702,0.054832236,-0.003597307,0.003526527,0.9769907,0.9394082,0.8472834
119,4.6637709,1.1836752,0.2855574,0.48180779,0.21707494,0.02184137,0.33103193,0.16948857,-0.01752206,0.9586604,0.896637,0.7813921
120,3.5449615,0.7560764,0.3331822,0.247978093,0.069867307,0.007641718,-0.08513071,-0.03380946,0.00183965,0.9666333,0.9624614,0.9917978
121,3.3132334,0.8783192,0.3126465,0.14865084,0.07277584,0.01371249,-0.06706491,-0.04801998,0.00981245,0.9835473,0.9501274,0.9895026
122,4.2839916,0.9604622,0.3099574,0.22409767,0.10136789,0.01019033,-0.119501952,-0.050095447,0.004083879,0.9941443,0.7934355,0.9828627
123,3.7734319,1.0078403,0.3175972,0.20562126,0.10396582,0.01222745,2.54E-02,2.76E-03,-8.54E-05,0.8189616,0.5567927,0.9777936
124,4.1901277,0.8028796,0.3337763,0.212874375,0.060162067,0.006533292,0.136477186,0.019738118,0.000212753,0.9535501,0.928711,0.989383
125,3.6679542,0.8416063,0.2999237,0.225072436,0.049470274,0.006966223,-0.04829694,-0.03247225,0.00555768,0.9919356,0.9930279,0.9980939
126,4.438285,1.0016401,0.2959397,0.29738417,0.14218093,0.01529452,1.00E-01,4.18E-02,-9.37E-05,0.9226587,0.7918058,0.975791
127,3.7857986,0.8705575,0.3353504,0.2029882,0.08711996,0.01295694,-0.17287517,-0.07529144,0.01150911,0.9993702,0.9323738,0.9952864
128,4.2092091,0.9524435,0.3346179,0.44611103,0.13348174,0.01329076,0.098922127,0.016980849,0.000556935,0.8379917,0.7766686,0.8975332
129,4.1848621,0.9915414,0.3459068,0.280478174,0.080352623,0.006937314,0.22377896,0.05589222,-0.00393638,0.9807863,0.9042918,0.9953749
130,3.7842866,0.8477978,0.3124988,0.184310706,0.080435893,0.009607701,-0.13976413,-0.06314208,0.00748056,0.9807861,0.9715497,0.9602915
131,4.0432811,1.1133197,0.2625852,0.194384943,0.079767649,0.009346163,0.182779238,0.045598942,-0.002428534,0.9787642,0.9616588,0.9713415
132,3.7075758,0.9696126,0.3004349,0.209252911,0.071144508,0.008993774,0.073795666,0.026497016,-0.003066087,0.9471047,0.8243585,0.997503
133,3.4996784,0.9021563,0.3110164,0.23997223,0.09954783,0.01256984,-0.095247174,-0.026722648,0.002057347,0.9742896,0.9092772,0.9789521
134,3.7901827,0.7705631,0.3329723,0.184220752,0.066131141,0.009228227,0.008653304,-0.00797221,-0.000209387,0.9860368,0.9325187,0.9570686
135,3.2610332,0.8773178,0.2969566,0.27908277,0.13137114,0.01694073,-0.035957807,0.01325216,0.001064508,0.9425152,0.7948437,0.955742
136,3.6809586,0.9125437,0.3200488,0.26055,0.1029537,0.0113648,-0.064162646,-0.013776942,0.001361672,0.9469126,0.7870266,0.978967
137,3.4303438,0.9648893,0.2842137,0.23942798,0.07137403,0.01314495,0.199231235,0.037405698,-0.001443272,0.9871233,0.803415,0.9940229
138,3.8267103,0.9073847,0.277912,0.1522005,0.05730759,0.00655683,0.03692245,0.008360528,0.002627609,0.8941498,0.8103087,0.9950261
139,4.4685774,0.9658223,0.2761322,0.29751307,0.1621355,0.01844106,0.188430233,0.067769797,-0.004816057,0.9925624,0.9187018,0.9352982
140,4.1740841,0.9272973,0.3048852,0.20992573,0.10564203,0.01250928,0.070029837,0.029372001,-0.003139471,0.9623628,0.9973261,0.984367
141,4.1930694,1.0439832,0.3200039,0.206025322,0.061776562,0.006581203,0.101560929,0.015453694,-0.000470583,0.9705162,0.9456283,0.9863405
142,3.6995812,0.9273222,0.3331465,0.33031545,0.11909434,0.01145121,-0.131127374,-0.051544717,0.004732085,0.8851209,0.771594,0.9820083
143,4.26372,0.9277535,0.3233367,0.16183246,0.06034844,0.01007028,-0.105187082,-0.024122041,0.002817759,0.9622627,0.9311614,0.9951371
144,4.3214733,1.0119119,0.2873129,0.32657485,0.13843614,0.01630883,0.166024581,0.054524114,-0.006782489,0.9500026,0.3369076,0.8942078
145,3.8056503,0.9363868,0.341005,0.19153195,0.05955276,0.01290077,0.05572609,-0.005356965,0.004761836,0.9954357,0.9605389,0.9375414
146,3.7843085,1.0000651,0.2976313,0.34191541,0.12444797,0.01179379,0.117024955,0.030151808,-0.001659737,0.9900016,-0.217573,0.950133
147,3.6007704,0.8180469,0.3363621,0.227651278,0.061438711,0.006660916,-0.105281215,-0.016755403,0.001755221,0.9762398,0.9699655,0.9949939
148,4.002871,0.9835771,0.3036528,0.10990448,0.06739631,0.01060296,-0.027147431,-0.001855676,0.001755443,0.976851,0.8975013,0.9868016
149,3.6297954,0.8627506,0.3347859,0.32337862,0.13220712,0.01991558,0.01674341,-0.004101761,0.003796935,0.8816407,0.3813655,0.7980693
150,3.6288297,0.8512302,0.2962361,0.122640539,0.033730461,0.005381502,0.042952357,-0.001274556,0.000333352,0.9733733,0.9835142,0.9948823
151,3.5095369,0.9187338,0.3322804,0.20045775,0.06614147,0.00822186,0.081417171,0.025833323,-0.002190095,0.936146,0.9690985,0.991619
152,3.9214829,0.8328517,0.3279325,0.18863828,0.10360218,0.01283496,-3.60E-02,7.10E-03,-2.39E-05,0.9583452,0.8697462,0.9753571
153,3.5857819,1.0680055,0.2968071,0.18078477,0.08199981,0.0143854,0.03295135,0.0344149,-0.004519371,0.9714174,0.9044961,0.7681077
154,3.6617027,0.9291249,0.3074365,0.23077426,0.10059461,0.01411216,-0.047092102,-0.007597196,0.000435357,0.9222562,0.9307827,0.9618294
155,3.4990278,0.8882008,0.3435172,0.07859019,0.04760698,0.01071805,-0.03931981,-0.02553698,0.006601635,0.9985839,0.977406,0.9791403
156,4.1241721,0.8229496,0.2952372,0.28349654,0.13625192,0.02003506,-0.10976658,-0.06907323,0.0102988,0.9137126,0.6666567,0.9641094
157,4.0501609,1.0430396,0.3192561,0.18580003,0.08610432,0.01134435,0.009513194,0.019917383,-0.003154833,0.9382398,0.7822349,0.9912254
158,3.4985148,0.7829474,0.3222344,0.250798503,0.069773991,0.007922139,-0.208270736,-0.053999682,0.005446106,0.986849,0.8502069,0.9881556
159,3.6766048,0.9127708,0.3452968,0.14713484,0.07561037,0.01180107,-0.102488188,-0.049915881,0.006506747,0.9839429,0.9649647,0.9414993
160,3.9940333,0.9054651,0.3065518,0.28399698,0.08457336,0.01037119,6.64E-03,3.62E-03,-1.36E-05,0.9005658,0.8296514,0.9627306
161,3.8742534,0.9479999,0.3574597,0.18187905,0.07940469,0.01103019,-0.045009128,-0.009516221,0.00195206,0.6794195,0.9467338,0.7926877
162,4.0072354,1.0657031,0.3103428,0.19722014,0.09076567,0.01149979,-0.04544869,0.01231473,-0.00281834,0.9610106,0.9324205,0.9433711
163,3.8006161,1.0610908,0.2882304,0.13209298,0.09364234,0.01080986,0.03879976,0.032968481,-0.002366822,0.9797199,0.8380822,0.8709892
164,3.3978136,0.9781508,0.3375834,0.303515,0.1551654,0.0184567,-0.086763379,-0.032713613,0.003823759,0.905995,0.7019644,0.9139995
165,4.1078225,0.9365587,0.3272072,0.35690523,0.17581038,0.02502582,-0.09006635,-0.08635441,0.01447447,0.8769999,0.62921,-0.2434745
166,3.697677,0.792897,0.300303,0.33011856,0.13564452,0.01989824,-0.08650826,-0.08534829,0.01435038,0.912843,0.7672143,0.9726118
167,4.0226473,0.9459758,0.3330434,0.301363979,0.09694854,0.008780079,0.065069866,0.001872381,0.002068883,0.8670242,0.786176,0.9909388
168,4.1709378,1.0662514,0.3379589,0.31178937,0.15708524,0.01911062,0.100258669,0.053242437,-0.005946914,0.9310196,0.7837601,0.9305966
169,3.6661038,0.8676194,0.3161364,0.24825646,0.08253632,0.01066483,0.073089916,-0.014267066,0.004174719,0.8956629,0.9188462,0.9682058
170,3.8127664,0.9174455,0.3364889,0.14371787,0.06054871,0.01141189,-0.077585395,-0.000300777,-0.002591206,0.9604691,0.9601432,0.9675335
171,4.0488581,0.8796891,0.2837821,0.25887061,0.10798924,0.01164991,0.153153018,0.03420836,-0.004179278,0.9337991,0.7045053,0.9823187
172,4.1051693,1.0478602,0.3309738,0.269377755,0.107308988,0.008776416,0.04859832,0.03739297,-0.00457343,0.9670061,0.9447295,0.9946482
173,4.5864645,0.9304123,0.322487,0.2037262,0.07718411,0.01109024,0.050095654,0.031432973,-0.005702762,0.9713724,0.936147,0.9946358
174,4.5491817,0.8765432,0.3032934,0.333007,0.10573009,0.01116071,0.140216026,0.025853518,-0.000799403,0.9639241,0.9191698,0.9850241
175,4.3983203,0.8624206,0.3643166,0.112659151,0.057835395,0.009522054,-0.013257524,-0.017819283,0.004162927,0.9960001,0.9500406,0.9970733
176,4.5478868,0.8790229,0.3373856,0.251105767,0.076940368,0.008133298,0.040350675,0.008489572,-0.002135463,0.9225431,0.8057006,0.9868141
177,3.7156155,0.9028083,0.298719,0.231015497,0.080018472,0.008233632,-0.05710968,-0.030699248,0.003959562,0.9570743,0.8613771,0.9926565
178,3.9553434,0.8306183,0.3150657,0.145157256,0.058625223,0.009737408,-1.05E-02,-8.06E-05,-2.22E-03,0.9977976,0.8730529,0.9748037
179,3.7220828,0.8477236,0.2738118,0.16548721,0.09430317,0.01740714,0.07186971,-0.06331429,0.01357374,0.9961769,0.9476244,0.9647619
180,4.2281963,0.9009383,0.3263857,0.24599858,0.08585122,0.01035257,0.040719905,0.012961249,-0.003137597,0.9927416,0.8656406,0.9463372
181,3.8753732,1.0149267,0.3350404,0.25364551,0.09299597,0.01044092,0.127490026,0.041243935,-0.004992629,0.8778107,0.900777,0.9891906
182,3.8861065,0.969629,0.3552326,0.21926541,0.09638426,0.01204532,0.001286294,0.006059511,-0.000502267,0.9711099,0.8440509,0.9850992
183,4.3262897,0.9341663,0.3142554,0.31910437,0.14413637,0.01673915,0.227871159,0.066404075,-0.006017877,0.8804326,0.9051022,0.9308679
184,3.9724309,0.9105752,0.3234083,0.226913906,0.078492256,0.009005254,0.079125115,-0.003215657,0.003776272,0.9391434,0.8718119,0.9819614
