run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
21,4.779311,2.7062402,0.2086631,3.4969846,5.740766,0.3688732,1.0490095,1.7924475,-0.1060521,0.3377001,0.2950382,0.2444697
22,4.5769585,1.8468828,0.2743211,3.0663547,4.0320759,0.2432543,0.67144812,0.96684539,-0.04772508,0.18185621,0.08430379,0.20355774
23,4.1739986,1.3705619,0.2876518,1.8871173,2.0657581,0.1710621,0.38388446,0.44474821,-0.03155521,0.3542662,0.1152875,0.1661835
24,4.3348291,1.9216058,0.2492697,2.4148933,4.7380009,0.3751483,0.54392362,0.96820566,-0.07209685,0.27781982,0.14202366,0.02889451
25,4.6070175,1.9476614,0.2631275,2.9676052,4.1424427,0.2478904,0.74349303,1.0456598,-0.05531477,0.4711572,0.2116991,0.2597116
26,4.6098222,2.3801597,0.2376069,2.9483704,5.7849065,0.3656948,0.6942026,1.4789785,-0.0850345,0.4073566,0.3780735,0.2104717
27,4.3779947,1.915229,0.2421663,2.3057969,3.7031265,0.2850226,0.62334786,0.97979677,-0.07146576,0.20581195,0.08691799,0.13682409
28,4.496705,1.845328,0.285501,2.789725,3.98233,0.250138,0.55784581,0.92392867,-0.04212535,0.37035984,0.08198895,0.25699542
29,4.3073046,1.8381958,0.2515158,2.3380403,3.7985107,0.3086714,0.4032364,0.9272515,-0.0679933,0.2226351,0.1681535,0.1907679
30,4.5307141,2.3323099,0.2403139,2.98569,5.832364,0.392007,0.53813537,1.41046074,-0.07974326,0.03736439,0.25966693,0.28776364
31,4.616278,2.222359,0.243793,2.6952757,5.1821643,0.3488968,0.78088343,1.32068577,-0.08312633,0.32966838,0.20880373,0.04880879
32,4.6106808,2.3647404,0.2508508,3.375089,5.880757,0.3352,0.67901158,1.431644,-0.06380269,0.373763,0.1417037,-0.1013056
33,4.3163714,1.7966708,0.2759277,2.5316645,4.8978972,0.2676524,0.40522112,0.88432982,-0.03895694,0.3358484,0.1679807,0.3020853
34,5.1375663,2.7984666,0.2001012,3.3788034,6.1049234,0.3988601,1.202783,1.925518,-0.122043,0.38639299,0.35614653,0.02312268
35,5.1867649,2.5902655,0.2257606,3.965594,6.130531,0.304153,1.31679026,1.69926879,-0.08244311,0.35599925,0.02160734,0.30999451
36,4.1391689,1.3130052,0.3084982,2.0960073,2.6040225,0.1749126,0.11741256,0.40559049,-0.01208413,0.42736207,-0.08276968,-0.03493058
37,4.8473166,2.3263748,0.2425025,3.3659023,5.7711289,0.3173811,0.81443617,1.42273451,-0.07189899,0.324294,0.1575502,0.2770171
38,4.5681359,2.0232539,0.2430528,2.75893,4.757448,0.298457,0.66817214,1.10435346,-0.06547294,0.24676974,0.05431736,0.1822509
39,4.715154,2.084059,0.245264,2.5296448,5.5456049,0.3367881,0.75317019,1.16449809,-0.07022887,0.3645493,0.2199859,0.3366636
40,4.663133,2.049777,0.255535,2.5883971,4.1971271,0.3116906,0.7513762,1.1136114,-0.0741326,0.26452459,0.20744897,-0.07906701
41,4.6697429,1.7596725,0.2857408,2.9285639,3.5441038,0.1962293,0.7547905,0.8407876,-0.0378584,0.2976864,0.1320688,0.4321348
42,4.4102096,1.7617269,0.2644769,2.4475166,4.0454704,0.2708244,0.50125712,0.88099115,-0.04886554,0.37000664,0.25721305,0.07318234
43,4.4796931,1.6591564,0.2959254,2.7805355,3.4991316,0.2295773,0.56659437,0.75755854,-0.03406486,0.33953857,0.03483621,0.26593184
44,4.3662634,2.2625964,0.2389508,2.7177501,5.9146827,0.4412899,0.42969605,1.33767921,-0.08371304,0.1795033,0.3409969,0.3802789
45,4.8575776,2.8540195,0.2065686,3.940385,6.5294646,0.4777118,1.0596579,1.9167237,-0.1190614,0.195988,0.1648939,0.2413856
46,4.9729143,2.4996802,0.2327246,3.5105221,5.6157856,0.3219687,1.08832,1.5807062,-0.0892823,0.34961574,-0.06253361,0.15801712
47,3.9576476,1.3795256,0.3016907,2.141064,3.373237,0.216201,0.05300334,0.44707208,-0.01237952,0.26540457,0.06657127,0.02607575
48,4.2261734,1.5110303,0.2846268,1.9865762,3.2283794,0.2913782,0.23912289,0.58874144,-0.03889052,0.36854962,0.26134392,-0.04833826
49,4.39766,1.675011,0.275631,2.5999752,3.7804921,0.2585657,0.4076652,0.7593253,-0.0415376,0.4314561,0.1166483,0.2878301
50,4.6547245,2.1342404,0.2464003,2.651484,4.258736,0.301562,0.78576103,1.18774296,-0.07942665,0.2553262,0.136792,0.2097706
51,4.7776101,2.4034784,0.2285055,2.9051763,5.8192138,0.4070424,0.80291256,1.47547879,-0.09135214,0.3374956,0.1620613,0.4059345
52,5.320891,2.590264,0.230158,4.1536007,5.3558561,0.3041417,1.36170092,1.66740161,-0.08108662,0.38792908,-0.08112208,0.17873126
53,4.1929237,1.6232351,0.2889618,2.2840747,3.7462497,0.2765777,0.22619505,0.69839693,-0.03946735,0.3618273,0.194535,0.2085971
54,4.3419326,1.333237,0.3160191,2.216531,1.787199,0.132208,0.45988693,0.41024913,-0.01599859,0.3181422,0.2250509,0.3278576
55,4.742119,2.553153,0.212425,3.3277343,5.7171775,0.3835559,0.9472142,1.5961647,-0.1029925,0.30166389,-0.15069279,-0.02025236
56,4.1328444,2.0348216,0.2551071,2.430872,5.387726,0.378243,0.23937924,1.10000153,-0.06346029,0.1560953,0.1141805,0.1539154
57,4.6683987,1.9470608,0.2529461,2.5571196,4.0000307,0.2897345,0.77431277,1.04914822,-0.07164158,0.115273,0.1292005,0.1816201
58,3.8458036,1.0992199,0.3248066,2.0678179,1.9364614,0.1133429,0.036029766,0.194281156,0.003220138,0.3626042,0.08678363,0.33459405
59,4.1723429,1.4676151,0.3091397,2.445617,3.6532828,0.1879083,0.25234788,0.5570409,-0.01505635,0.3656936,0.2575197,0.3999122
60,4.3951149,1.7743854,0.2672268,2.760324,3.4058323,0.2244364,0.51798899,0.85783025,-0.05144892,0.28388317,0.03168118,0.29903283
61,4.4640895,1.2928061,0.3177241,2.2658594,2.3548113,0.1424725,0.41019403,0.382731973,-0.008081486,0.54782049,0.04179058,0.38645007
62,5.216916,3.054199,0.222791,3.8926874,8.1034049,0.4303985,1.1638659,2.1085693,-0.1025303,0.2998591,0.1734776,0.0902636
63,4.5559671,2.2254533,0.2516415,3.0013596,5.586818,0.3498728,0.61720394,1.29513608,-0.06578482,0.1947769,0.1300022,0.133081
64,5.1024279,2.7461646,0.2138715,3.6498144,6.0024239,0.3569523,1.2890325,1.8429045,-0.1016981,0.31926715,0.07532562,0.27879504
65,4.5910246,2.5728354,0.2338632,3.1991386,6.5944408,0.4104878,0.70889965,1.6630138,-0.09293631,0.09471945,0.11604641,0.1008833
66,4.6181682,1.8449971,0.2631157,2.5383477,3.8894831,0.2584033,0.68196245,0.9156383,-0.05542652,0.37802707,0.2285043,0.09346035
67,4.6022669,2.0577226,0.2577999,2.8402229,4.4176676,0.2945287,0.70808058,1.10499259,-0.06339146,0.1413633,0.2145459,0.1062439
68,4.9826067,2.2393927,0.2549706,3.1693868,5.600661,0.3182927,0.96415448,1.33404593,-0.07189465,0.2659182,0.2043518,0.1895429
69,4.5298121,1.906701,0.2674094,2.5031022,3.9088045,0.2825366,0.64172147,0.97897151,-0.05984196,0.248067,0.1980538,0.2448201
70,4.385407,1.8959114,0.2637275,2.8185788,4.343906,0.2610828,0.5613462,0.97123431,-0.04713561,0.26695983,0.13994579,0.09352989
71,4.7246926,1.7782338,0.2792496,2.8637117,3.6390016,0.2051253,0.76405778,0.88343693,-0.04890857,0.34036215,0.08548841,0.39896522
72,4.5411468,1.9164031,0.2839098,3.03664,4.9523574,0.2796429,0.48811717,0.98787097,-0.04134613,0.24786157,0.06254455,0.23766776
73,4.9115678,1.6471427,0.2851569,2.6952,3.05528,0.179879,0.93607066,0.75020918,-0.03878344,0.3698682,0.1690363,0.1167741
74,4.5936578,1.3654949,0.3020594,2.5488052,2.0020231,0.1496798,0.53278895,0.46691194,-0.02354509,0.3100707,0.1953127,0.36223
75,4.0403121,1.3752111,0.3003915,1.7243992,3.2474606,0.2382157,0.15800454,0.46174853,-0.02353293,0.27094302,0.04938705,0.21295547
76,4.7831354,2.2155458,0.2371131,2.9466462,5.1868543,0.3094579,0.84164153,1.2791511,-0.06748634,0.31606365,-0.0153266,0.05834776
77,4.372834,1.99727,0.260974,2.774533,5.1292909,0.3010429,0.40800233,1.09188677,-0.06144575,0.276691,0.1082127,0.2024127
78,4.3794022,1.7713581,0.2673535,2.2127302,4.4562732,0.3332872,0.52368642,0.85773006,-0.05002885,0.3550882,0.08710118,0.24022837
79,4.2313169,1.2008784,0.3273154,1.7779729,1.7772223,0.1278894,0.23785549,0.257448432,-0.003584503,0.4975534,0.1143869,0.2191313
80,4.40353,1.752084,0.272937,2.399721,3.801893,0.244712,0.61598368,0.85164142,-0.04770204,0.35170451,0.08760798,0.3293019
81,4.9650751,2.6803887,0.2191312,3.4012387,5.7371101,0.3712356,1.0411948,1.7700047,-0.1082518,0.1981339,0.1599346,0.2263486
82,4.718012,2.3657096,0.2446253,2.951271,4.9907868,0.3242562,0.82886121,1.43801241,-0.08242615,0.25974656,0.22451459,0.08590303
83,4.348158,1.6978694,0.2835791,2.1969525,5.2176226,0.2780478,0.34183821,0.78187058,-0.03742295,0.30763911,0.04824017,0.21216618
84,4.4862298,2.1925452,0.2473693,3.0413938,5.382742,0.3182441,0.62090378,1.2887868,-0.06826586,0.33682062,0.23690341,0.09142403
85,4.6763365,1.7656458,0.2701709,2.3799475,3.3995085,0.2276569,0.64310923,0.82178868,-0.04672613,0.3495359,0.1455483,0.1854806
86,4.662413,2.477197,0.239743,3.3358117,6.7155651,0.4068699,0.80477426,1.56710205,-0.07793799,0.2964246,0.02052948,0.20603169
87,4.3539826,2.3449164,0.2158133,2.425666,6.095181,0.432658,0.5354102,1.41207663,-0.09746919,0.33199372,0.15712753,0.07667052
88,4.3396266,1.4800436,0.2762268,1.7486076,2.1655754,0.2043857,0.48062157,0.52205168,-0.04108463,0.36158971,0.26199486,0.06723149
89,4.6488858,1.7655879,0.2649426,2.646351,3.4771954,0.2186132,0.72971403,0.85211319,-0.05017219,0.34422475,0.08917021,0.34251295
90,4.8822553,2.716275,0.2285797,3.8145259,6.3029433,0.3479093,0.96553343,1.75762419,-0.09246196,0.33378719,0.17155536,-0.02600183
91,4.3823579,1.34508,0.2902299,1.8384132,1.8155618,0.1503786,0.3867736,0.4159769,-0.027444,0.4463116,0.2752109,0.4690009
92,4.785257,2.2098949,0.2441089,3.2722474,4.8537721,0.3007519,0.85533281,1.30271886,-0.07568499,0.30410705,0.05520225,0.08782077
93,4.6754337,2.1643326,0.2460126,3.135416,4.815873,0.253053,0.78083821,1.22665165,-0.06763951,0.4254813,0.2873667,0.1270065
94,4.5921936,2.2985221,0.2455975,3.2442815,5.8924823,0.3215451,0.73475851,1.35134831,-0.06307499,0.3915848,0.2385306,0.3589576
95,4.6698162,2.4041275,0.2547801,3.1511114,6.3440708,0.3689969,0.76413407,1.47885935,-0.07649568,0.2198767,0.1978922,0.1380144
96,5.1987093,2.3585234,0.2266454,2.8697376,4.9075482,0.3104551,1.22219059,1.45348134,-0.09620691,0.3083252,0.2357115,0.0557253
97,4.5903036,1.7077523,0.2689689,2.3599301,3.2386436,0.2415938,0.63908973,0.78287391,-0.04819428,0.3119969,0.2334813,0.24793
98,4.1756307,1.6982174,0.2764234,2.1184486,4.4298243,0.3024407,0.37354045,0.78994072,-0.04135437,0.2333038,0.2369466,0.1159923
99,4.5040921,1.4113737,0.2926711,1.8689498,2.1344232,0.1930126,0.48107496,0.48021775,-0.03055821,0.3231731,0.2221046,0.4892517
100,4.8129414,2.0203442,0.2463661,2.8060963,4.4657568,0.2809356,0.85525857,1.15313947,-0.06825428,0.4525871,0.2737226,0.3467635
101,3.966508,1.015589,0.321853,1.21278637,0.75068669,0.08606813,0.136702517,0.076517647,0.003803688,0.4921302,0.2666569,0.4255805
102,4.9681304,2.8145642,0.1994004,3.3221693,6.5804231,0.4608605,0.9912617,1.8892622,-0.1221382,0.21795568,0.28001346,0.06377888
103,4.3393085,1.6668538,0.2722658,2.5196375,3.5271476,0.2517556,0.50329139,0.76648257,-0.04553975,0.30075563,0.03506502,0.36913679
104,4.464608,1.843149,0.262217,2.2250395,4.5917638,0.2869882,0.57393006,0.91662581,-0.04993969,0.4157475,0.255214,0.1623291
105,4.1957092,1.5510377,0.2946478,1.9568335,2.7549278,0.1955138,0.35149872,0.55877478,-0.03223772,0.47950564,0.03419065,0.2882646
106,4.060439,1.206123,0.3170824,1.9381312,2.1351481,0.1384472,0.389656837,0.313996006,-0.001556007,0.4959701,0.1200748,0.4568932
107,4.7689995,1.8739727,0.2673447,2.681815,3.489417,0.23314,0.78998576,0.9560403,-0.05737114,0.24998246,0.05799484,0.29226383
108,4.2778053,1.2137591,0.3007476,2.0844555,1.6520727,0.1129022,0.45461332,0.29776854,-0.01121754,0.41446913,-0.00559517,0.42885376
109,4.4609832,1.7392607,0.2892868,2.755014,3.6472559,0.2299651,0.58483659,0.80436371,-0.03532583,0.39816735,-0.09489124,0.1552151
110,4.9537103,2.3273404,0.2296546,3.2850136,5.1277035,0.3081743,0.97584325,1.39852018,-0.08613691,0.3526018,0.2211629,0.1485291
111,4.7107373,2.0129763,0.2682979,3.157637,4.757424,0.269927,0.70614088,1.08277321,-0.05000501,0.359315194,0.120036094,0.006405935
112,4.4537991,2.0292912,0.2676589,2.7137656,5.4279815,0.3305767,0.60282457,1.10961221,-0.05839628,0.22457268,0.11615735,0.02536393
113,5.2924244,3.2847645,0.1710026,3.8840407,6.584571,0.4016378,1.43154,2.356581,-0.138156,0.3800772,0.1734903,0.297421
114,4.3085478,1.4925933,0.2848967,2.1703811,2.6445222,0.1938931,0.4675115,0.5720147,-0.0335991,0.3563349,0.149374,0.2221403
115,3.9935762,1.1786225,0.3138433,1.916961,1.9639717,0.1212599,0.182832473,0.245739869,-0.004105115,0.3828198,-0.0536562,0.3621547
116,4.2414844,1.8278748,0.2760396,2.2351692,5.1063242,0.2973891,0.3842094,0.89187795,-0.04734328,0.3113829,0.2152577,0.1178579
117,4.3284207,1.8313953,0.2702831,2.573068,4.32839,0.259924,0.43699524,0.91262268,-0.04886773,0.24169214,0.02523395,0.22049064
118,4.7119058,2.1645428,0.2438435,2.7132604,5.254639,0.3163138,0.85141304,1.25961616,-0.07132956,0.3260289,0.2033133,0.2503354
119,4.3998,1.5775066,0.2820979,2.4633706,2.9629265,0.1789091,0.57151635,0.68206717,-0.03125731,0.34958085,-0.05431488,0.26383187
120,5.074803,2.606998,0.23211,3.454887,5.7677325,0.3550598,1.06145527,1.67441304,-0.09504712,0.20630029,0.06336589,0.05020046
121,4.4128064,1.5689224,0.2908905,2.6357028,3.1655684,0.1886522,0.60117865,0.63381446,-0.02705409,0.2771727,0.1148568,0.433687
122,4.981333,2.65135,0.214321,3.3208549,5.40027,0.3499542,0.9999275,1.703189,-0.1029317,0.321616692,-0.003462717,-0.033185519
123,4.2861389,1.6963765,0.2765476,2.4598928,3.9152227,0.2792754,0.4067739,0.77729866,-0.03768969,0.3578214,0.1529447,0.1573828
124,4.3249554,1.8670527,0.2555054,2.5886871,4.2653706,0.3103432,0.55416221,0.94385233,-0.05508505,0.395123544,0.003851659,0.252424603
125,4.3966084,1.6409144,0.2964023,2.5048924,3.9997507,0.2458244,0.45936184,0.73245678,-0.02433868,0.4381227,0.174215,0.2488511
126,4.3508779,1.8658828,0.2759402,2.7545062,5.3266209,0.2870902,0.40594266,0.96431078,-0.04762611,0.213524,0.1305382,0.2489595
127,4.128718,1.350889,0.308964,2.5753193,2.9267433,0.1671533,0.20907875,0.43363439,-0.01035359,0.19154899,-0.01011967,0.18293603
128,4.2518579,1.1536322,0.3188797,1.900769,1.9687522,0.1188833,0.35002102,0.24553934,-0.00141584,0.4401975,0.2810662,0.4123378
129,5.0340584,2.1336909,0.2579835,3.2611404,4.35646,0.2401278,1.0518108,1.21030861,-0.06463422,0.3051784,0.1457785,0.2274661
130,4.4331028,1.6832352,0.2795456,2.329117,3.11752,0.231648,0.45656802,0.74973392,-0.04568325,0.29674395,0.08701537,0.15253063
131,4.8403633,2.1829218,0.2560496,3.4991347,4.6281655,0.3275352,0.95589791,1.25542031,-0.07300588,0.26269961,0.02686029,0.29373603
132,4.3777399,1.5605356,0.2752642,2.2579161,3.2380627,0.2064067,0.47722331,0.66017995,-0.03807311,0.1288529,0.1232833,0.1894083
133,4.4872787,1.7862493,0.2795242,2.481763,4.1842988,0.2879637,0.65120061,0.85761061,-0.04319039,0.12104254,-0.04144259,0.15376675
134,4.2924131,1.9572287,0.2588149,2.6438377,4.4104106,0.2946062,0.43001279,1.03832749,-0.06334991,0.23303886,0.08162391,0.28022532
135,4.0659017,1.4949458,0.3227509,3.0049567,4.6250185,0.1937109,0.258840193,0.599039939,-0.008673097,0.39978781,0.07403269,0.11001557
136,4.3067559,1.4383709,0.2899657,2.0190241,2.7597872,0.1987905,0.35521198,0.52308464,-0.02719117,0.3111261,0.1053409,0.3709557
137,4.5194006,2.232644,0.2235848,2.6682486,4.8143147,0.3462375,0.67191681,1.28747238,-0.08868376,0.30546209,0.20048176,0.07424778
138,4.3070997,1.6142776,0.2866717,2.1678873,3.5194922,0.2308792,0.48777649,0.70768865,-0.03434135,0.5199035,0.1723015,0.3156603
139,4.250602,1.4338783,0.2992183,2.4243716,2.9343258,0.1826106,0.35583166,0.53231454,-0.02169151,0.29210805,0.01488067,0.02868907
140,4.4320767,1.5049337,0.3003219,2.3316181,3.5469089,0.2019206,0.4861413,0.5992269,-0.02258134,0.4755972,0.1016613,0.2591527
141,4.0054514,1.3326542,0.3033451,1.6765136,2.2910361,0.2089014,0.1973632,0.40200756,-0.01956666,0.448782,0.2063806,0.208245
142,4.4852283,1.9801581,0.2713894,2.5777801,4.4972631,0.2892611,0.54862416,1.06635316,-0.05900444,0.4305505,0.2129617,0.3251145
143,5.109782,2.237547,0.269531,4.0637539,5.3836943,0.2483789,0.94557722,1.30674909,-0.04967611,0.37763642,-0.03655109,0.03119573
144,5.086033,2.301504,0.25038,3.415009,5.1467447,0.3097008,0.99023878,1.39702464,-0.07354062,0.23810118,0.04786475,0.13180103
145,4.0775066,1.2365921,0.3093082,1.7847957,2.3991636,0.1875212,0.11029029,0.33026438,-0.01188358,0.4945846,0.1261826,0.1611978
146,4.836036,2.19615,0.257379,3.3689078,5.1707387,0.2714393,0.9482591,1.2552489,-0.0672456,0.32931448,-0.03244839,0.06997383
147,4.3584967,1.4050378,0.2939261,2.2352331,2.2290339,0.1678872,0.39380371,0.48623304,-0.02705599,0.349478,0.1740555,0.341088
148,4.9177857,2.4011635,0.2376961,3.3834219,5.7256911,0.3590525,0.96705791,1.48994153,-0.08388603,0.36126145,-0.01764213,0.19381084
149,4.9353686,2.0150636,0.2591096,2.9764917,4.4077394,0.2730399,0.89234077,1.10886805,-0.05709105,0.4142997,0.0753981,0.188624
150,4.1879876,1.3177783,0.2942663,1.9229904,2.0930036,0.1661278,0.3445129,0.37439821,-0.01933486,0.25641635,0.01506932,0.39188017
151,4.6211266,1.9822758,0.2627581,2.8772297,4.6310298,0.2867411,0.71593309,1.06197479,-0.05750705,0.13672263,0.01959177,0.16163182
152,5.0360112,2.8822725,0.1842142,3.238116,6.1713208,0.4248727,1.1016472,1.960246,-0.1303931,0.3494262,0.1757541,0.2813289
153,4.7413566,2.324063,0.2276324,2.740162,4.899652,0.343171,0.8897762,1.40229405,-0.09686862,0.2303984,0.1756328,0.233002
154,4.3413912,1.521828,0.2939914,2.4621793,2.5915168,0.1767338,0.44757424,0.58497292,-0.02890106,0.34305311,0.06353261,0.37723863
155,4.9277006,2.5559195,0.2148597,3.262939,5.0301164,0.3535589,1.0711822,1.6472151,-0.1053536,0.3392769,0.1253711,-0.1504306
156,4.1671281,1.5135113,0.2924964,2.3445841,3.2762087,0.218567,0.25712908,0.59078965,-0.02109266,0.34898457,-0.07567314,0.27214415
157,4.1734491,1.1243368,0.3222547,1.948984,2.104683,0.1206966,0.209960826,0.207177882,0.003426888,0.387532,0.1594275,0.3142773
158,4.176348,1.6047093,0.2789927,2.025226,3.703532,0.2666599,0.33965255,0.69383217,-0.04133609,0.37487553,0.18266972,0.07788091
159,4.3900851,1.7672853,0.2656616,2.2230346,3.8466565,0.2440115,0.52896975,0.83302878,-0.05805169,0.23970175,0.03938061,0.15404098
160,4.5379941,2.0034924,0.2405942,2.5641789,4.5865864,0.3343084,0.64486699,1.08618191,-0.07035311,0.3467135,0.31613191,-0.01645367
161,5.031352,2.0535218,0.2636829,2.84667,4.26917,0.269219,0.96868928,1.13529345,-0.06608023,0.35214406,0.07522599,0.27694496
162,4.226491,1.4400605,0.3078613,2.0332953,3.1533592,0.1958604,0.30949356,0.50123767,-0.02041788,0.2850096,0.1685346,0.2354069
163,4.5895653,1.7043058,0.2799013,2.4536545,3.9404329,0.2510774,0.64049432,0.78971542,-0.04144013,0.21279472,0.12998575,-0.01051069
164,4.472121,1.4385239,0.3033867,2.0818172,3.0203183,0.1768352,0.49845168,0.54096144,-0.02585607,0.3649487,0.2904893,0.1539201
165,4.5053356,1.7181638,0.2687308,2.2057787,3.759319,0.2678536,0.555591,0.82447976,-0.04764678,0.3635522,0.2397465,0.1683319
166,3.9001638,0.9646792,0.335053,1.5409135,0.9897252,0.1024278,0.033890124,0.063619282,0.007199289,0.3956451,0.3698149,0.3769793
167,4.6811041,1.9675659,0.2683969,2.9247074,4.4250494,0.2687012,0.80913422,1.04583026,-0.05262721,0.3623157,-0.202688,0.1219599
168,4.7073086,2.628958,0.2044909,3.1165148,6.4542713,0.4240262,0.7629781,1.7054013,-0.1091606,0.18611823,0.08277583,0.05273069
169,4.3145325,2.1556343,0.2789261,3.2001559,6.8675586,0.3261732,0.47762795,1.21526735,-0.04322361,0.24717162,0.19545364,0.09673328
170,4.574463,1.9762964,0.2656873,2.6970183,4.5892232,0.2737227,0.62706918,1.06260746,-0.05494359,0.2623928,0.0698922,0.1474696
171,4.2698797,1.7431526,0.2621767,2.3150096,4.2424489,0.3139742,0.37043265,0.81889673,-0.04875842,0.315169054,0.000280741,0.207214647
172,4.4425475,1.6465731,0.2676738,2.2571221,2.8177571,0.2458225,0.51984914,0.7128054,-0.05081706,0.3605721,0.1493974,0.1352025
173,4.8518764,2.0598494,0.2590767,3.0290435,4.6384581,0.2787656,0.93008856,1.15995868,-0.06151007,0.4107152,0.1931067,0.2404517
174,4.1520141,1.3357657,0.3021873,2.009749,2.755484,0.202507,0.25279731,0.4217162,-0.01725724,0.42729242,0.16254459,0.04550015
175,4.4471187,1.5801596,0.2817235,2.4899451,2.4432964,0.1972823,0.62862867,0.68404936,-0.03893487,0.3923086,0.1449413,0.1770871
176,4.091686,1.0874635,0.3092845,1.6294847,1.0424414,0.1019829,0.176642009,0.188773108,-0.006019673,0.3133357,0.1970179,0.2542511
177,4.841743,2.311147,0.242532,3.092416,5.810605,0.347976,0.82532644,1.42254596,-0.07817953,0.2333132,0.1653899,0.2817009
178,4.6517603,2.1752028,0.2644891,3.061808,5.5591692,0.3094001,0.65741096,1.23892265,-0.06060019,0.20159125,-0.01770734,0.21948487
179,4.8250018,1.8915575,0.2630161,2.7535969,3.4418313,0.2253953,0.82158592,0.97762771,-0.06369005,0.3189461,0.0624715,0.4095153
180,4.0256379,1.2277792,0.2980283,1.7252246,2.533733,0.1949005,0.17604205,0.34971704,-0.01749661,0.1317897,0.0858498,0.2779744
181,4.56635,1.972273,0.257585,2.7896864,4.0040477,0.2518986,0.73806368,1.0479158,-0.06209344,0.45700204,0.31235323,0.09334642
182,4.3405574,1.4359172,0.2920775,2.2185706,2.2002112,0.1854979,0.47302416,0.54239951,-0.02905132,0.3676202,0.2015272,0.2195084
183,4.0932017,1.0680936,0.3318626,1.44179761,0.93905278,0.09703711,0.189073316,0.153085939,-0.001082768,0.3290911,0.285325,0.5249336
184,4.808857,2.345322,0.239222,3.1205466,5.272638,0.3290138,0.89383099,1.42159863,-0.08088984,0.23476089,0.04453673,0.11946829
185,4.7656265,2.4730125,0.2589243,3.4433389,6.4064337,0.3630915,0.7836898,1.53161394,-0.06566653,0.27523347,0.08715337,0.34590211
186,4.057769,1.3208152,0.3189994,2.3402231,3.1253592,0.1673323,0.247542875,0.398088149,-0.003304392,0.46915534,0.02240965,0.53441871
187,4.3879816,1.8050855,0.2810105,2.4943509,4.6386223,0.2712788,0.50228869,0.86810232,-0.04032974,0.23122709,0.08219724,0.21420507
