run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
24,3.8271084,2.0573072,0.2291679,2.170006,5.281204,0.387696,0.14292339,1.15512708,-0.08025431,0.301266,0.1641175,0.1645942
25,4.2862285,1.1835525,0.3127451,2.2267671,1.6873131,0.1291944,0.170961745,0.304765292,-0.008401042,0.3592437,-0.2390321,0.5314194
26,4.6585974,1.7531987,0.2491865,2.6968687,2.701447,0.2100552,0.75968077,0.77113275,-0.04975108,0.3201467,-0.1048351,0.4919011
27,5.6691112,3.318057,0.2095238,5.1321616,7.2856466,0.3290689,1.9346975,2.3834134,-0.1000751,0.4521517,-0.1704704,-0.134825
28,5.8194146,3.2075483,0.1659389,3.987121,5.552851,0.360455,1.9114316,2.2935885,-0.1599681,0.29836434,0.17849361,0.08263641
29,3.9498768,0.9383993,0.3184835,0.81913218,0.50810024,0.06734407,0.075424144,-0.004891037,0.007517525,0.6294433,0.3002783,0.6905374
30,4.8643776,2.5176916,0.2313892,3.1889629,6.4906893,0.3577545,0.86660986,1.58736302,-0.08074202,0.37957445,-0.02568773,-0.20759991
31,4.4285534,2.8032048,0.2038113,2.6785742,8.2634523,0.5391945,0.8372878,1.8839935,-0.1189981,0.16411121,0.04092518,0.10755737
32,4.1060394,1.6718453,0.2571347,2.0189494,2.6357114,0.2082598,0.38940332,0.7040385,-0.05087484,0.6076422,0.2802466,0.3444541
33,4.5963814,1.3175625,0.2885971,2.082541,1.2001236,0.1107647,0.67751198,0.36597245,-0.02405798,0.5479312,0.3090532,0.3137709
34,4.107851,1.5357972,0.2704122,2.0026653,2.891068,0.2430709,0.24520985,0.62982755,-0.03158194,0.4467588,-0.1095979,0.2301257
35,4.3917633,1.2094674,0.2880555,1.6458502,1.0002858,0.1150122,0.35459293,0.26232618,-0.01379943,-0.1348715,0.277744,0.3811993
36,4.1073617,2.3451054,0.2142847,2.1335954,6.1833289,0.4936873,0.3864237,1.4321637,-0.0949606,0.53617647,0.11762082,0.09900445
37,3.7735491,1.5386467,0.2846562,2.2950096,3.618464,0.2479867,0.16367723,0.61100784,-0.02449667,0.37470483,-0.09687801,0.26935439
38,3.4642758,0.7855813,0.3571777,0.72866976,0.35847365,0.05595713,-0.38459709,-0.17300057,0.02932584,0.76296934,0.04501663,0.86806007
39,4.930605,2.7841,0.205799,2.7094731,5.5607771,0.4369358,1.0209039,1.7688525,-0.1338582,0.3157545,0.3180512,-0.1122812
40,4.4177111,2.0088166,0.2261262,2.0706844,4.0747758,0.3233925,0.4431707,1.01313223,-0.07713835,0.3689533,0.424719,0.333128
41,3.7905605,1.4103698,0.3326424,2.1089299,2.1805605,0.1561699,0.118759111,0.391808847,0.002977943,0.6551473,0.1162332,0.1694955
42,4.02808,1.3804536,0.2890906,1.4617069,1.8477722,0.1902309,0.41355856,0.46953143,-0.04613861,0.3320852,0.3460099,0.1450316
43,4.6895943,2.0231979,0.2364125,2.5422322,3.9487773,0.2821392,0.88811017,1.10898478,-0.07638643,0.3045455,0.2501693,0.4353817
44,5.152962,4.1976265,0.1065844,3.970669,8.614958,0.62387,1.367271,3.307254,-0.212576,0.4779426,0.4588942,0.1344025
45,4.4845908,1.2254265,0.2978057,2.0587226,1.08716,0.1010731,0.50022054,0.32405415,-0.01926211,0.3091978,-0.2246955,0.5894686
46,5.3888515,3.8129041,0.2044335,3.734316,11.491108,0.53313,1.1967064,2.8802245,-0.1372708,0.3162399,0.4997469,0.0746907
47,3.7651417,1.1056849,0.3011555,1.5017922,1.0650994,0.1261236,-0.025210305,0.118872006,0.00065412,0.13081731,0.14188274,0.05678986
48,3.9609601,1.0479692,0.3280174,1.4741761,0.96520425,0.09162896,0.049388664,0.111821977,0.001930701,0.5844577,-0.1653402,0.3414107
49,4.0167879,0.8142102,0.3118792,1.35241383,0.44667799,0.04840525,-0.20962791,-0.07660481,0.01490956,0.4158183,0.3901748,0.815033
50,4.274966,0.8834496,0.3420242,1.07188631,0.47069714,0.05685365,0.18074272,0.02703869,0.01080716,0.155964,-0.1157743,0.6743373
51,4.6333716,2.1744383,0.2526495,2.6744175,5.4648779,0.3343262,0.72025031,1.25583246,-0.06810245,0.238302607,0.104494309,-0.000351183
52,5.544966,3.752872,0.1799894,4.2969646,9.3855068,0.5591316,1.5772769,2.7583121,-0.1469159,0.304397371,-0.26332993,-0.008882735
53,3.6164838,0.9513221,0.3257347,1.13461886,0.63849239,0.07524734,-0.195443295,0.029714732,0.004991628,0.6539011,0.437714,0.6085342
54,3.8457753,0.9090293,0.3259904,1.5355504,0.6292407,0.0770903,0.092125814,-0.001862041,0.012320522,0.11075672,0.06339712,0.57157522
55,3.8793135,1.5855446,0.2740404,2.3240626,3.2723186,0.2096927,0.03870844,0.66144321,-0.03441704,0.35691961,0.01516075,0.18689962
56,4.162258,0.9664714,0.3585754,1.08688676,0.5196112,0.07338114,0.042439743,-0.009549435,0.012641816,0.632435043,-0.007726603,0.643607334
57,4.8753363,2.8605913,0.2152472,3.783688,6.239409,0.351228,0.9595585,1.94202845,-0.09620468,0.3103831,0.3185601,-0.1144812
58,3.5124874,0.8087182,0.3488056,1.12263538,0.47352576,0.06117293,-0.40914504,-0.06889706,0.01892998,0.6209798,0.3829132,0.6938658
59,4.6478338,2.0443958,0.2738031,3.1105255,3.6304909,0.2386852,0.81566326,1.05418643,-0.05042647,-0.0924147,-0.11181488,-0.01092849
60,3.9595455,1.2592292,0.2903812,1.335976,1.02578,0.11472,0.16930687,0.32680774,-0.02397576,0.4353702,0.5449453,0.5065083
61,4.3203711,1.2488831,0.2958214,2.1781436,1.1293059,0.1028824,0.49891167,0.32379409,-0.01307856,0.1663818,0.1189796,0.3153054
62,4.5243791,2.3070696,0.2605158,3.0363803,5.7429884,0.3032655,0.56277185,1.36076629,-0.05483226,0.654124339,0.603232351,0.001483618
63,4.4308806,2.0599727,0.2458527,2.254995,4.559773,0.333739,0.33468646,1.09876672,-0.06858394,0.2348855,0.3550109,0.1507155
64,4.307675,1.3940261,0.2840101,1.7300746,1.3895308,0.1476306,0.5953722,0.4401794,-0.0306694,0.2265193,-0.07898334,0.1107619
65,3.6638554,0.8182732,0.3603287,1.29618862,0.49404362,0.06907322,0.0447922,-0.04728171,0.02458836,0.3741577,0.1956731,0.7290751
66,4.38027049,3.76469901,0.07090861,2.824455,8.6575349,0.7252005,0.6704261,2.9117332,-0.2503111,-0.1197149,0.1383861,0.1838807
67,4.3537772,1.9648643,0.2562433,3.3666261,3.7987619,0.2060247,0.70177754,0.99289424,-0.05463928,0.34643547,0.06052227,0.185435
68,3.7633157,0.833364,0.3487901,1.45691197,0.70714047,0.08917444,-0.04870705,-0.07484874,0.02616359,0.20261348,-0.05008895,0.23164491
69,4.2588416,1.036613,0.3343268,1.65293745,1.02056843,0.09250779,0.19099233,0.09386733,0.01379927,0.57813353,-0.06011009,0.42317472
70,4.6218393,2.3043149,0.2754952,3.1055666,4.7096957,0.2927766,0.6724795,1.33693638,-0.05520303,0.6915928,0.1924626,0.2007798
71,4.6197591,2.8859051,0.1963417,2.5941736,7.4103412,0.4783432,0.8216897,1.8913533,-0.1165848,0.4907872,0.2638,-0.2671137
72,5.4947097,2.7822777,0.2202878,3.3991065,7.1210169,0.3906543,1.44975172,1.86999586,-0.09984036,0.36191,0.1583122,0.1907041
73,4.692045,2.2413017,0.2270856,2.9269851,4.4139805,0.2991871,0.64128503,1.30185365,-0.08103254,0.11362383,0.1981367,0.06494817
74,4.3444822,2.4935379,0.2698092,3.0276118,6.5291798,0.3969909,0.43631344,1.47200501,-0.06775449,0.03898883,0.01551288,-0.09556655
75,4.1155895,1.3157022,0.3035062,2.3023135,2.344016,0.1376982,0.31511163,0.42976388,-0.01179495,0.7422219,0.2689826,0.1310366
76,4.5074264,1.0857187,0.3183734,1.42371922,0.94940206,0.09413058,0.450155094,0.203880997,-0.008215292,0.38239097,0.03435634,0.54440063
77,4.6392321,1.0557117,0.3128618,1.26570294,0.34690846,0.04112326,0.5440543,0.179336405,-0.006605026,0.6129399,0.5435271,0.7669383
78,3.912329,1.8373764,0.2946803,2.2408505,5.0288233,0.3465618,0.03802499,0.96875318,-0.04457462,0.455554,0.2511458,-0.421526
79,5.5904735,4.1848324,0.1192456,4.3322733,9.271114,0.5156068,1.7147015,3.3129659,-0.1936705,0.3045109,0.1431424,0.0495956
80,4.500102,1.582679,0.302213,2.9561316,3.158526,0.1677805,0.41820131,0.67647154,-0.02376516,0.4550453,0.1839942,0.4828513
81,4.2514828,1.5515681,0.2737702,1.9701999,1.9380282,0.1746975,0.51138714,0.60004437,-0.04620769,0.2060756,0.2032453,0.5332109
82,5.6568954,3.0418144,0.1946423,4.0631815,6.0743548,0.3373374,1.6813806,2.1517528,-0.1225101,0.1651476,0.2508686,-0.2747681
83,4.9574886,3.3806356,0.1845726,4.5975709,7.9859714,0.4157261,1.3405245,2.5186174,-0.1337031,0.4380724,0.2673164,0.1569879
84,4.7208875,2.1504085,0.2573331,2.9422215,4.8840323,0.2997779,0.80147374,1.23370411,-0.07125877,0.1152925,0.2335983,0.2920123
85,3.8980488,0.9455569,0.3347559,1.29860415,0.56855859,0.05957846,0.153031363,0.065360646,0.003519468,0.68039659,0.04573856,0.59071684
86,3.3613805,0.9540084,0.3160933,1.0085662,1.0426926,0.1382551,-3.08E-01,2.80E-02,4.37E-05,0.630549,0.2254096,0.3075318
87,5.1564196,1.5732581,0.2682519,1.8158213,2.5459803,0.2848698,0.93406669,0.73643919,-0.06850031,0.66706092,0.09883489,-0.0246914
88,3.4567588,0.8950445,0.3237463,0.8417521,0.4321665,0.0592355,-0.28701435,-0.05710168,0.01214209,0.5594655,0.4358525,0.6528656
89,4.126784,1.7084068,0.2622599,2.2323379,3.7799376,0.2694591,0.32886967,0.79468958,-0.04350777,0.09619474,0.16667044,-0.13295043
90,4.92796583,4.13043468,0.09017876,3.3047673,9.1179889,0.6360573,0.9455137,3.180485,-0.2133658,0.22472255,-0.03526821,0.51812992
91,4.4421839,1.6120245,0.2689384,2.1920239,3.0904322,0.2031542,0.60393269,0.79710522,-0.04960592,0.6699042,0.318561,0.4501003
92,4.0042649,1.0022448,0.3191969,1.48209885,0.80544658,0.09575435,0.21737873,0.04553485,0.01324595,0.4844678,0.1732388,0.5412325
93,5.2251819,2.6254293,0.2465318,3.6152175,6.3251388,0.3763852,1.24113846,1.68755088,-0.08940115,0.2886324,-0.1287702,0.2102046
94,4.3365986,1.0853085,0.3307343,2.01813168,0.88101585,0.08562243,0.39880332,0.188999351,-0.003135426,0.2202893,-0.2238158,0.6167251
95,5.4817336,2.5354875,0.2261109,3.9684544,5.9174087,0.3010406,1.67907364,1.6798262,-0.08436004,0.5777294,0.06767244,0.17865154
96,4.6611344,2.2704848,0.2027131,2.3281575,4.4824613,0.3728448,0.7742299,1.2986313,-0.108926,0.1911502,-0.1222776,0.372172
97,4.2814043,1.747704,0.2767378,2.2306148,3.2809967,0.2493919,0.53464975,0.85887324,-0.05361608,0.3921312,0.5003767,0.1299098
98,5.65841,3.473164,0.209721,5.045814,7.927008,0.360828,1.6673213,2.5632051,-0.1131785,0.418568749,0.000732699,0.397087492
99,3.364598,0.8242123,0.3296853,1.2627246,0.58679813,0.07349845,-0.38165181,-0.09450983,0.01114634,0.2681546,0.4350167,0.5604769
100,4.2664401,1.6482417,0.2536682,1.8634944,2.3341101,0.2419369,0.44992469,0.74827311,-0.06699618,0.167916,0.1591458,0.1484002
101,4.1644203,0.8940965,0.3231035,1.46464595,0.5099212,0.05798445,0.16466042,-0.01076227,0.01079059,0.4346289,-0.2694623,0.8083291
102,4.5811356,1.734469,0.2383188,2.2272256,2.2625921,0.2324627,0.7888631,0.86420292,-0.08032187,0.3064635,0.3657931,0.2210854
103,4.0118118,1.1418394,0.3168477,1.3589412,1.0431197,0.1013692,0.05855866,0.19392685,-0.0116328,0.1737545,0.3119097,0.3141906
104,6.67083714,7.52163287,-0.04290418,6.0251049,13.4782871,0.7560489,2.7361741,6.5922811,-0.3728312,0.27873326,0.43425901,0.00515348
105,4.2633784,1.062723,0.3093103,1.290842,0.8016588,0.1165293,0.2107008,0.16271117,-0.01439685,0.5544158,0.1008773,0.3664511
106,5.2484062,2.8420678,0.1915686,3.0807759,5.6642575,0.3963992,1.4267902,1.8969784,-0.1277991,0.53814093,0.24787199,0.03123874
107,6.1695234,3.1729078,0.1811983,3.792716,5.3023033,0.3558772,2.0798845,2.2231856,-0.1451297,0.2502098,0.2025345,0.258057
108,3.9422398,1.3575085,0.2801692,1.215126,1.53176,0.172628,0.08327734,0.38792786,-0.03127298,0.4202598,0.1994163,0.5148007
109,4.7464386,1.5641656,0.2704752,2.2655425,1.9348585,0.1627414,0.85886434,0.63652434,-0.04043018,0.425969,-0.1202412,0.3837942
110,5.1873835,2.2430294,0.2233975,2.5439324,4.1352127,0.3298849,1.2361673,1.3641001,-0.1061815,0.3736637,0.230521,0.512177
111,4.187645,1.9548564,0.3009577,3.0698007,5.1045015,0.2904137,0.37150255,0.99206533,-0.02772524,-0.02474857,-0.28952458,-0.03188541
112,4.7729989,2.2460411,0.1788241,2.313098,4.3408007,0.4239963,0.8211072,1.3716718,-0.1332463,0.117106,0.121666,0.5381221
113,5.0199794,2.2604778,0.2245372,2.8198379,5.3460384,0.3463144,0.92520684,1.39401818,-0.08399023,0.312422551,0.242085406,-0.009936499
114,4.8492256,2.4223702,0.2473817,3.1169243,5.0640849,0.3123651,1.09524153,1.45062117,-0.08617058,-0.02087886,0.06176498,0.36992562
115,4.0684564,0.7010559,0.3277332,1.20007949,0.38219045,0.05545992,0.17826734,-0.09660553,0.01665967,0.4583701,0.2463981,0.6972609
116,3.7281328,0.9152155,0.3275874,1.29175779,0.57235355,0.07179751,-0.11783371,-0.03054888,0.01154728,0.45296,0.4865101,0.7223613
117,4.3539261,1.0937655,0.3074657,1.4732533,0.8510676,0.112514,0.4009677,0.20654179,-0.01297236,0.452457,0.252921,0.2850578
118,4.0934861,0.9995303,0.3226463,0.7558059,0.3669843,0.051736,0.11725328,0.02413684,0.00606477,0.626636,0.6371344,0.7507452
119,4.906205,2.6667221,0.2124015,3.1886677,5.6425206,0.3687593,0.6279296,1.6990048,-0.1079794,0.23216066,0.1132202,0.02566929
120,3.5196103,0.844776,0.3552305,1.20889695,0.54413255,0.05806486,-0.1410911,-0.0927259,0.01841729,0.3739827,0.4031041,0.552076
121,5.5871142,2.8508855,0.1781947,3.4876549,5.7548877,0.3766422,1.6682033,1.9809162,-0.1288264,0.07957498,0.3670131,0.24912923
122,3.8821186,0.750593,0.3401017,1.30330367,0.43141986,0.05491345,-0.2729099,-0.17768711,0.03490244,0.4546544,0.0915334,0.7638638
123,4.6005319,1.6043455,0.3001101,2.2944619,2.9859441,0.1979444,0.41840253,0.68035266,-0.03211607,0.4597345,0.3713364,0.2746292
124,4.1557393,1.2194174,0.3077035,1.5235221,1.038828,0.1137064,0.37290785,0.29787376,-0.01660112,0.4015963,0.4645193,0.5399924
125,3.5676521,0.8683841,0.3355508,0.83696345,0.54492172,0.07817012,-0.08501243,-0.0432654,0.02266045,0.6164195,0.3092483,0.3630339
126,3.7173974,0.9385984,0.3437558,0.99319337,0.42892307,0.06042799,-0.08033378,-0.05111046,0.01663441,0.4190788,0.3261111,0.6059668
127,4.5393297,2.3288695,0.2317885,2.6664693,5.8684949,0.3596787,0.73666217,1.45172749,-0.08528737,0.4178093,-0.03570998,0.27925196
128,4.323583,1.0448588,0.3072021,1.4990052,0.71157925,0.06524099,0.315464201,0.115919212,0.002316444,0.40417937,-0.07507412,0.45825136
129,4.3007957,1.7508262,0.2940929,2.1970633,4.279108,0.3131078,0.1280234,0.8219136,-0.0440325,0.08828369,0.14931104,0.34951623
130,3.7199543,0.7399715,0.347254,1.2423705,0.5553387,0.0659597,-0.4448689,-0.1445877,0.0261535,0.24956862,0.03115391,0.65062046
131,4.150102,1.5618815,0.2591658,2.0049477,2.6582926,0.2190652,0.3645782,0.62720645,-0.04819968,0.12762,0.2562186,0.3834032
132,5.3123964,3.1301335,0.2125856,3.7379986,7.0061038,0.4158567,1.2519146,2.2386947,-0.1143829,0.4167638,0.1642745,0.1115696
133,3.9473722,0.8380498,0.3533402,1.81446063,1.09558637,0.09284671,-0.23334569,0.02261241,0.01402372,0.4449527,0.2528116,0.5198266
134,4.6450269,2.9604187,0.1970431,3.5344616,8.608152,0.4171872,0.7352664,2.0677567,-0.1045376,0.512392,0.2466939,0.238603
135,4.9988257,2.0267327,0.2527471,2.7649652,4.3730482,0.2558467,0.98407348,1.11648621,-0.06093204,0.5502976,0.2850246,0.0658572
136,3.7490665,0.8017376,0.344944,0.93010906,0.3324564,0.05141169,-0.20014277,-0.11250476,0.02628194,0.4869918,0.4117344,0.4621063
137,4.7455821,2.1149623,0.2182525,2.572327,3.4480472,0.2820215,0.84596162,1.23512549,-0.09096026,0.5826654,0.292912,0.1994373
138,4.2879974,1.4958235,0.2895726,1.9733057,1.8806538,0.1743323,0.42716792,0.53189755,-0.02831067,0.539958,0.1136019,0.2298537
139,4.6616833,1.2297745,0.2841146,1.5684432,0.914526,0.1169682,0.48729347,0.33157372,-0.02430331,0.4453162,0.1754957,0.4303231
140,4.3558501,1.1496113,0.2988687,1.7577088,1.084436,0.1083836,0.64682971,0.28571116,-0.02075163,0.4513894,-0.3091999,0.2917786
141,4.936016,4.0738033,0.1412561,3.6413682,9.7814464,0.6022282,1.0783899,3.1093301,-0.1762314,0.23263448,-0.01731633,-0.48810102
142,4.7921025,2.6286618,0.2408659,4.2210964,6.49353,0.2819953,0.8307766,1.6413811,-0.07021295,0.04834416,-0.0550687,0.11305782
143,4.2726701,1.132306,0.3213339,1.7169619,1.2905182,0.1078216,0.100607585,0.212987517,-0.007552926,0.183209,0.2218314,0.2975516
144,4.447055,1.242242,0.308719,2.2064778,1.5231229,0.1124583,0.27036205,0.35321658,-0.01405125,0.5281586,-0.1273137,0.5296815
145,4.939429,2.335861,0.24659,3.4297826,5.5977394,0.2714659,0.95728687,1.42058381,-0.06775908,0.4980777,0.0394882,0.3734028
146,4.5253492,1.3203244,0.2895701,2.088353,1.3979473,0.1043938,0.63371248,0.37929513,-0.01836004,0.614152,0.373797,0.3584954
147,4.602047,2.1254272,0.2354976,2.6202185,3.8516229,0.3049183,0.77869625,1.18547379,-0.08856194,0.371421294,-0.082591125,0.004866774
148,4.9745001,3.2124198,0.1770925,3.5933215,7.012743,0.4173631,1.1103164,2.284284,-0.1346606,0.1937512,-0.2407776,0.41784
149,3.8889075,1.2056824,0.3106546,1.6201156,1.406628,0.1499472,-0.03667823,0.23266951,-0.00498619,0.2592132,0.2893904,-0.037953
150,4.211174,1.1693193,0.2965827,1.21278746,0.83051221,0.08959105,0.37403664,0.19083747,-0.00909176,0.4664361,0.5046638,0.2715219
151,4.5628221,1.6595622,0.2749102,2.6012374,2.2367711,0.1558036,0.50401106,0.69664731,-0.04126366,0.6525298,0.3048823,0.3266941
152,6.766602,4.501101,0.132302,5.2903555,7.4342498,0.4259074,2.6069298,3.5565521,-0.2049211,0.13101116,-0.09285152,-0.25308343
153,4.7252536,2.3743759,0.2358783,2.9943477,3.9315057,0.2724292,1.18402022,1.39138102,-0.08613015,0.50343661,0.04240126,0.16129542
154,4.8620888,2.6860122,0.2101103,3.1874061,5.4377804,0.3258205,1.07426,1.7039782,-0.1144033,0.29944131,0.05174801,0.31985487
155,5.0967783,3.311237,0.1986305,4.0171199,7.8131159,0.4422098,1.1908233,2.3896091,-0.1174241,0.4571208,-0.1626702,0.5435845
156,5.3738974,3.1957733,0.2006191,4.2641182,6.152889,0.3694415,1.378848,2.260537,-0.120069,0.2757728,0.5014481,0.1330808
157,4.6814323,2.4033909,0.2297509,2.9497077,5.0557139,0.3338538,0.81589012,1.45809177,-0.09372706,0.06137158,0.46991728,0.29230082
158,3.8470444,1.0245404,0.3336125,1.14209042,0.61233829,0.07437013,0.18338197,0.12774818,-0.01105568,0.62314809,0.05128782,0.82015516
159,4.7899921,1.3247975,0.3043049,1.936172,1.116818,0.100475,0.82030372,0.39523322,-0.02767861,0.3923082,0.1281679,0.1235569
160,4.1107425,1.7560004,0.3168193,2.6014383,4.5281177,0.2659128,0.2207833,0.81082361,-0.03005937,0.5028568,0.1704417,0.3360902
161,4.0380393,0.9130238,0.3462671,1.6243401,0.6994186,0.06884913,-0.11974699,-0.022475,0.01488478,0.193425218,0.004784586,0.53740245
162,5.2270517,2.6458738,0.2039464,3.4404412,5.5523319,0.3502331,1.4776027,1.7266849,-0.0974452,0.5436485,0.3561185,0.4016262
163,5.349956,2.468579,0.229332,3.1951731,5.3918752,0.3395022,1.15866038,1.5595997,-0.09832163,0.24649778,0.50794278,0.03202174
164,4.7270351,1.6907108,0.2756397,2.5946538,2.2533644,0.1887799,0.68023698,0.74859612,-0.04146852,0.2869991,0.1959685,0.416267
165,4.6356182,2.0158667,0.2474243,2.7032577,4.8762263,0.3094505,0.77255738,1.17490272,-0.06951628,0.1701327,-0.1298014,0.538425
166,4.2239847,1.2462861,0.3126396,1.8314731,1.4901407,0.1212797,0.25404244,0.32740313,-0.01779202,0.4442004,0.2507331,0.3159968
167,3.7279626,0.8811905,0.3123411,1.31245097,0.65691907,0.09492657,-0.193429143,0.008373743,0.014590907,0.51047,0.4408555,0.5906768
168,4.2431667,0.9709363,0.3411305,1.49126344,0.59708098,0.07551022,0.1501211,-0.01257603,0.02435569,0.2257436,0.2686216,0.657157
169,4.663971,1.939864,0.24957,1.9977585,3.4844083,0.2908394,0.62382475,0.9879364,-0.07294242,0.2794379,0.3882383,0.3314786
170,5.555642,4.198267,0.156041,5.0504242,9.7680674,0.4687806,1.448948,3.287474,-0.174334,0.05596254,0.15254796,0.44958542
171,5.1345861,3.3633091,0.1556189,3.714016,7.575563,0.459703,1.2116108,2.4760912,-0.1437753,0.1520265,0.1354562,-0.4085748
172,4.3424008,1.2028062,0.3045229,1.820276,1.267614,0.118863,0.41743734,0.26463064,-0.01011493,0.000363727,-0.003814728,0.4155643
173,5.3876087,2.241621,0.2730003,4.2223354,4.1031309,0.2115165,1.61493923,1.27637769,-0.04407391,0.521524144,0.115033038,-0.001662694
174,5.0531065,2.5766562,0.2060331,3.0332566,5.2058651,0.3288494,1.1336918,1.6494287,-0.1112684,0.34206,0.2417526,-0.0863504
175,4.8618307,2.6375383,0.2131209,3.2108171,5.3339894,0.3774553,0.8806687,1.6682647,-0.1157827,0.25215359,0.05937186,0.21290845
176,3.6973695,0.9643731,0.3156587,1.04779024,0.57325876,0.06608783,-0.17519604,0.06997047,-0.00613762,0.5311364,0.2488096,0.5233844
177,4.570284,1.868285,0.302018,4.1311256,4.3244898,0.1886265,0.684008,1.02165912,-0.03146061,0.09841183,-0.27512874,-0.05250327
178,4.0757353,0.977043,0.3524716,1.66360831,0.77007078,0.07827936,0.36227884,0.06753035,0.01403028,0.4605338,-0.197015,0.7767036
179,5.055416,2.8424,0.2085688,3.9137027,6.0715973,0.3296815,1.3461133,1.962801,-0.1080416,0.266554738,-0.024321911,-0.006682696
180,4.9627311,3.1248876,0.1951243,3.2678234,6.8085959,0.4551074,1.0543279,2.1523273,-0.1366411,0.06202587,-0.33273911,-0.10885869
181,4.1282291,1.4573344,0.3090767,2.5739137,3.084113,0.1931793,0.16417126,0.50762269,-0.01040879,0.2657074,-0.1440651,0.1796305
182,5.0391778,1.9086121,0.2669422,2.779904,4.353431,0.253244,0.94832731,0.99457197,-0.04976896,0.255809,0.1593379,0.4620527
183,4.0084501,1.574987,0.2984845,2.4629795,3.0943274,0.2125771,-0.05140108,0.63738995,-0.0330858,0.2373995,0.2878949,0.2487149
184,4.0351461,1.6610672,0.3023572,2.1404558,3.5130092,0.2492774,0.21550603,0.66423889,-0.01975949,0.37729954,0.08491613,0.21019238
185,4.699083,2.2540462,0.2428105,3.1130743,5.469381,0.3353736,0.68971376,1.36785468,-0.07544992,-0.1020177,0.5291032,-0.1864471
186,5.1567838,2.5171385,0.2568154,3.4756396,5.6659146,0.3544672,1.0829967,1.60666898,-0.08208765,0.25713299,-0.11818053,0.08289104
