"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",3.02634163921122,2.79994255217968,3.60985282036563,5.40397576130199,3.31610921449316,3.28189694580118,3.48504120160636,2.7580927543794,2.56758119269167,3.30069480765265,3.51997654283178,5.72049056329549,3.14041885974552,3.58024392764821,4.04689403526198,4.63960854501008,3.79216047683206,3.44794942081072,2.72586602418528,4.08918603302078,0.525270532368674,0.833487181617599,0.710385190712344,0.62140204773478,0.563781131519226,0.710834260391693,0.737776864192883,0.919942810678527,0.703964810977271,0.702592782079204,0.672562961143271,0.691400249275163,0.591948245336685,0.649735405269465,0.84793480569482,0.79571493976625,0.793285759730397,0.548987184902869,0.642265796229755,0.605674809790367,0.352064768831229,0.330661096094333,0.374333040180045,0.378390927943834,0.318755480153834,0.339052268203985,0.342907139775256,0.367088534418428,0.215023694144853,0.346824519071902,0.414544509313122,0.349435317648783,0.317172404703829,0.34047008440419,0.436538012929605,0.284087578932765,0.390816475813739,0.432107129077957,0.34710673277511,0.240266848050623
"2",4.58754802971927,2.67262780139893,4.8690380393716,3.81855361395763,2.73488261845521,4.39838562544541,2.39318000439806,3.19433344992321,3.05897521366667,4.09259250177351,4.80731179337164,4.34496467960557,4.12819029685054,2.95048546160634,2.5704538816037,3.75628621697533,4.39481308409163,4.03858167274766,3.54917141008331,3.53351151952019,0.796069516110891,0.627730085006034,0.850214118628037,0.74164164219805,0.60454871069628,0.841946895851897,0.586734643837145,0.860943457023451,0.57523268810175,0.870314659490405,0.575187413188768,0.601323737007903,0.667698888595147,0.701325458864988,0.593563087117118,0.639018314839922,0.719670812159798,0.604628892881856,0.533285465246514,0.643013491543464,0.420558166350767,0.249721467037261,0.355662542726052,0.314688249435398,0.290379812938108,0.368477965666293,0.37452535732983,0.327676584775283,0.397372845239693,0.348330696844234,0.313541940009152,0.370042173420976,0.412587222132507,0.356424231611011,0.368606112023069,0.253030500230892,0.347645653203776,0.358427906985982,0.283903221340684,0.343376987530489
"3",2.17560860968481,3.37976815638529,2.56394127058856,3.33240816736977,2.31149605486342,2.97460758700249,4.06169729499311,3.63417980658078,2.92835250072246,4.26196944391606,4.06586673504063,3.39371832885381,5.36651292782064,3.34952313858135,4.03812503660157,5.00842997725403,4.29844047637945,3.67640557661511,3.58180357896287,4.13183548174459,0.488598956328309,0.573058480517388,0.622010556410165,0.737565195328728,0.722223611602226,0.451206140720368,1.10358573837724,0.639961149903461,0.812227177523179,0.975025892689446,0.572880416326506,0.73938138826785,0.894250561149236,0.637384062820726,0.998528390021501,0.953854781136407,0.585365298533731,0.808186531182562,0.654828618397877,0.722193863958299,0.35335760198572,0.358213665786421,0.372921750133888,0.33793108773514,0.411979083768027,0.434643761470402,0.401458835634394,0.377082246698988,0.334212146640246,0.408375664388844,0.386859178660801,0.366604701416368,0.334714502071899,0.345747930960604,0.420834562373488,0.401785107976875,0.43695937455914,0.324637707182956,0.325070176571511,0.376221386503916
"4",3.28408648019575,4.69225847503362,3.51814049153812,2.57622537287937,5.28483124540573,4.01650013010588,3.62902503979943,4.1703167002313,3.24836662253072,3.34983143706891,3.91328123985391,2.97762161541178,4.28015845777381,3.7903301525889,2.27945813340018,3.75871450497684,2.32210207408104,5.26340176577441,5.66749112529654,2.93588751812044,0.748939122154012,0.878819487516687,0.770963346228487,0.504624237913961,0.652157694922241,0.784269152964938,0.682016159310688,0.846159898554264,0.68284528638825,0.471602069296735,0.645658996748352,0.666254148774417,0.566554874215737,0.757808502363396,0.693240458196994,0.811253477350233,0.631616615255817,0.842187990240808,0.881657930004758,0.616375270676395,0.334259888927135,0.275097452429243,0.342994717791229,0.352565644014161,0.279681980188202,0.325050569956584,0.396017141885857,0.327816994656347,0.354900921518797,0.301860186379768,0.385257518438675,0.364986021823793,0.165753741767317,0.319866564979987,0.456770015497421,0.366799520450614,0.437090496794464,0.337464621145636,0.406910463619294,0.446212091211395
"5",4.03050693156847,3.82606799775654,3.8940076195765,4.77340347663975,6.17506049317736,3.60401369260897,4.61662221270332,6.04729033063053,4.04897713604034,4.85880289750668,4.26061406601096,2.69632851058902,1.42975130919935,3.00674684389737,4.01910368661616,4.74394640422217,3.071007003805,2.95914500569647,3.37931773210971,4.075837789434,0.507474570632929,0.705270000277106,0.70714678495403,0.804733412190462,0.76079350243692,0.69716663440612,0.612889109370485,0.815016479828236,0.680860461402903,0.744887243000743,1.00581841084166,0.698259123141732,0.54096741521088,0.906196562726747,0.537050650110806,0.867285535294173,1.0291294342093,0.811025504288352,0.951247384520572,0.716289859058296,0.321287317318751,0.341260653137192,0.399948394097664,0.445505377458769,0.377238311429167,0.351835567287033,0.400999081501739,0.355642242241316,0.274862102651766,0.333550110374059,0.364767052803624,0.316676389145213,0.425548608980578,0.420986835884572,0.323866090099524,0.302894679938705,0.396517519768442,0.361825972392454,0.276832134726484,0.342805764203066
"6",5.05069330635939,2.25008495048437,5.32887639520271,3.05993737044799,3.98939945998338,3.52487287312998,4.70015788556123,3.13544846160929,5.34623661445979,2.28242994496286,6.79067860262174,4.51958930881188,3.67067160467613,3.73484494105877,3.95333361683323,3.5859565101181,4.59855670064467,3.55300583540054,2.13006433097719,5.03599122236605,0.958410316648708,0.554075551755166,0.898544561017408,0.750383292712931,0.73284466811048,0.626320973198241,0.877279210226736,0.704956973652307,0.862050803264104,0.454445026651136,0.970812956313721,0.737584764605284,0.702298973659264,0.886237277721883,0.696741623854307,1.11688168087798,0.703316637054601,0.753974033641319,0.559137302792906,0.739692598146128,0.408739085717528,0.402351758219573,0.395978226398146,0.398323309208034,0.436010596299423,0.44832083050776,0.404869710153191,0.35685581416304,0.322456714038964,0.370422907597695,0.358974184445998,0.346565652826575,0.329818385654014,0.332712313853838,0.314008097587755,0.540864878157739,0.409714020011242,0.322440946151693,0.345138043858855,0.336947044764371
"7",3.06418555187625,4.03212238576382,3.72769614856741,4.36455760041228,4.74742011972332,4.63368705888836,2.23213552322353,5.05998383815612,5.48347605030877,3.75273818501851,2.38980950088539,3.98304997627007,2.65199095098937,5.15856052958939,4.14839082404692,3.23581984212746,3.78283224000507,3.63531705554919,3.63661738883089,4.94010985279901,0.587847159312599,0.8059061459178,0.734357881871572,0.632937444027383,0.81219431815356,1.00937461752837,0.562318726675426,0.724687327418368,0.656311454425396,0.884590151726467,0.838001760308932,0.664602410922664,0.740919168705317,0.766655486050747,0.763371103273375,1.49670421602475,0.497553586116855,0.64330889841082,0.931681456169767,0.684017505187857,0.332998819892056,0.296957347476259,0.321768424099704,0.300776453725455,0.358926363852202,0.35751179515933,0.323497916445411,0.33578106838001,0.293032020696655,0.451643480317315,0.442372707562343,0.394936561475998,0.456559372561681,0.414203554526054,0.406722749675627,0.433977937733022,0.277918474529456,0.483729288610097,0.315660233679806,0.429616976538144
"8",3.79618151596892,2.18718501035195,3.01756906307848,3.77968230858604,3.04943316012299,4.85034076924974,3.84185459175202,2.40255951515632,3.92490869058551,4.46761283601733,4.10003206721001,3.44012803652112,3.94054194116528,2.9555612283783,3.18544248479894,3.32375124804458,2.91492230777405,4.15702060789874,4.80346692083381,3.76277006669135,0.723347136452477,1.02861484701789,0.669611242706141,0.775634486107784,0.583921747602607,0.680898733791231,0.408475592038485,0.79986477730099,0.654360065840473,0.779987046561586,0.908801517647144,0.588553282357709,0.74901048816542,0.62647057650337,0.702858123179864,0.561878756238566,0.695998112732962,0.946541300075214,1.04539792934842,0.598425711712927,0.304369326542573,0.402319792904424,0.446341676500467,0.312985271245383,0.340650363412291,0.376882472432841,0.286581539960952,0.440068783549281,0.39292305205344,0.279644523098315,0.393750280624537,0.358727350607566,0.352451383509855,0.334107743661246,0.431092399200323,0.313148795744172,0.476953327187,0.301377819762554,0.290016842978699,0.36147006471082
"9",2.68968522682048,2.780723271854,2.90780579624742,5.64961177002648,3.14141518794077,4.0154324234748,2.78201442426369,3.13086510866031,4.17083593205761,3.28913086811546,5.73568309620905,3.41979256956425,4.0637195711689,2.7800230327746,4.16017312706426,4.2231937407775,4.09424561890559,3.8340689380643,3.14138831026601,5.15140511894177,0.795340413604802,0.681401962036153,0.796943142487098,0.910270043178437,0.653424912597525,0.838536391853615,0.996869786710703,0.720980494579929,0.942515892635511,0.506347986483175,0.729250022415335,0.857444005902062,0.599505477941514,0.643029623310846,0.924021659776615,0.994613704735247,0.84248332027813,0.663200206339876,0.490707236680654,0.731423858457806,0.31170675845247,0.341947831470212,0.446333098719515,0.353043376330788,0.416103559727521,0.385945942804988,0.26905072354222,0.434752813290213,0.400620696579337,0.372145529242869,0.339233517083954,0.422736967802963,0.38675047670879,0.504157275368196,0.402914950455046,0.389196876228372,0.338363847187976,0.482502131151396,0.423787286381839,0.364205838685224
"10",3.35863483801746,4.7263960510895,1.98220495586332,2.82400542644058,4.4526262204851,4.4138144680955,3.68505814323476,4.02114327546285,5.1017926442834,4.45301141465537,3.47357597035833,3.55931816622699,6.367315245978,5.6874553600079,4.72212205393905,3.0251853335807,4.16266528192575,4.79123787752407,4.98734980035729,3.95939686733557,0.873845706677649,0.725021038328028,0.668651137669543,0.681074300861812,0.846702621508058,0.687841698664466,0.739073079960317,0.55787154674944,0.822052212758455,0.935091397245824,0.715642132231304,0.907297679281553,0.932399721031522,0.615924731750231,0.919001428572546,0.651939112494117,0.569675702013323,0.921666241186225,0.991819438543979,0.504562227535319,0.348583166863418,0.347267201614245,0.413303312649512,0.41780739008812,0.359296014871522,0.286463638250399,0.339906248786668,0.349615271685954,0.280288572164452,0.414891655619156,0.375727847088304,0.316048627508427,0.443576884848426,0.358875282310852,0.30511927460944,0.300343553985167,0.26897569337475,0.367372219351548,0.297877985607207,0.33487971746316
