run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
129,3.9942479,0.9523507,0.3111859,0.5771599,0.2215618,0.0270793,-0.010673798,0.005808095,0.001975107,0.6367349,0.1444891,0.9030872
130,3.9033055,1.105355,0.2740618,0.75970824,0.40977829,0.04732618,0.16640843,0.1295701,-0.01251783,0.8006606,0.3019011,0.7490673
131,3.826864,1.0072479,0.3064535,0.6632115,0.351863,0.0431433,0.004685477,0.07651299,-0.008141105,0.7217335,0.372971,0.6911096
132,4.046796,1.12868,0.316975,1.15817105,0.56969732,0.05373425,0.23994684,0.18391597,-0.01588525,0.4065568,0.3668891,0.8089649
133,3.9684988,0.9219729,0.3345384,0.64934269,0.24195366,0.02509334,-0.088286359,-0.02297454,0.002449524,0.6968996,0.5137728,0.8424736
134,3.9807308,0.8127453,0.3400636,0.56306325,0.16002869,0.02057111,-0.113229579,-0.057011669,0.009994325,0.8329026,0.7278828,0.9130281
135,4.1702969,0.9706824,0.3204168,0.6538716,0.28488,0.0413125,0.118563311,0.011015807,0.000240969,0.632624,0.6194894,0.7771222
136,4.0404326,0.9351535,0.3231098,0.68859827,0.28351987,0.03072765,0.018267561,0.039913812,-0.003904674,0.6601241,0.4538881,0.8406329
137,3.8915011,0.796494,0.3322145,0.62292096,0.20977888,0.02840288,-0.32565094,-0.12186136,0.01633175,0.7482662,0.6382041,0.8878004
138,3.9760911,1.0681745,0.3022046,0.71384594,0.32368653,0.03406091,0.39839263,0.15771597,-0.01152873,0.8317758,0.4933629,0.8043499
139,3.8449803,0.8070977,0.3233434,0.65867781,0.21823607,0.02403596,-0.226875538,-0.040394746,0.005316525,0.7844872,0.6747214,0.9313658
140,3.3544742,0.9216312,0.3302193,0.60429897,0.27933679,0.03876768,-0.15490395,-0.0516119,0.01081606,0.7548963,0.322711,0.6835752
141,4.290983,1.005299,0.29392,0.67649166,0.39269574,0.04670296,0.07620973,0.10906646,-0.01251818,0.4893869,0.5592141,0.8027982
142,4.3308017,1.002161,0.3143201,0.91868898,0.47978829,0.04288451,0.122258066,0.101510397,-0.007511866,0.8331642,0.4487521,0.7872167
143,3.7998031,0.9527553,0.3277477,0.7118405,0.4685107,0.0497562,0.058071876,0.09903491,-0.009326715,0.705217,0.572325,0.7513894
144,3.6870924,0.9388058,0.3140725,0.7354504,0.32091066,0.03800982,-0.037482254,0.019702041,-0.000965658,0.6365399,0.0910453,0.7980087
145,3.9650236,1.0182305,0.3270536,0.55654266,0.29211041,0.03366571,0.049468136,0.058698116,-0.004028771,0.8640009,0.2876071,0.9090817
146,3.8711469,0.9436033,0.3174702,0.61211765,0.31715718,0.04002178,0.1276228,0.058976159,-0.002437148,0.6705609,0.3947275,0.6659867
147,3.7466852,0.8270691,0.356528,0.45919147,0.17053722,0.02521626,-0.079256696,-0.023274086,0.005003415,0.7880094,0.5195145,0.8404081
148,3.731331,0.91526,0.317652,0.4364938,0.23416471,0.03156391,-0.015360975,0.072195256,-0.007588479,0.8071064,0.8059708,0.838674
149,3.8664547,0.9310433,0.3374481,0.4851055,0.2071779,0.0353291,0.162317577,-0.0112191,0.009495223,0.8773154,0.5637013,0.8053462
150,4.3244077,1.1051569,0.3322344,1.01401184,0.54576967,0.05614025,0.43329658,0.20671029,-0.01632973,0.7541531,0.4249251,0.5966504
151,4.1205763,0.8620435,0.3182486,0.72161506,0.22250874,0.02651523,0.00825473,-0.014115651,0.003559623,0.6900493,0.2477782,0.800458
152,4.04994,1.0465339,0.3140179,0.70836194,0.36862185,0.03959394,0.109231774,0.050678217,-0.002881362,0.7499141,0.3285077,0.7684485
153,3.7106564,0.8459254,0.3424274,0.854104,0.38961436,0.04358898,-0.05623992,-0.050412,0.01517717,0.6515341,0.3208771,0.7986187
154,4.147768,0.9580461,0.3427106,0.69432107,0.23309462,0.02917075,0.039060629,0.00650052,0.005836887,0.7604311,0.4811976,0.8326522
155,3.9703849,0.8337026,0.3484374,0.57622625,0.17683422,0.02587109,0.03030478,-0.05922763,0.01415256,0.7206356,0.651619,0.9490346
156,4.1795719,1.0186001,0.3240511,0.80800964,0.46929749,0.04789596,0.082894933,0.096484852,-0.006811524,0.7524611,0.5574869,0.6173945
157,4.2859101,0.9646839,0.3257883,0.852685,0.3462053,0.0344419,0.261120718,0.047705194,0.005126704,0.7310215,0.1823428,0.8974131
158,3.8436242,0.9475463,0.3222342,0.5116443,0.19389059,0.03412849,-0.065675762,-0.046612432,0.007761187,0.7374504,0.693801,0.8564821
159,3.8920632,0.8991009,0.3250741,0.5939789,0.1767267,0.0236999,0.077439321,0.018028789,0.000841955,0.867581,0.6742631,0.8654226
160,3.8286603,0.9521145,0.3439118,0.51950935,0.32247298,0.04299677,-0.032390596,-0.006022346,0.006977633,0.722243,0.4491993,0.680962
161,4.3854754,1.0766566,0.2988716,0.84179905,0.30977704,0.03405943,0.3579688,0.15149603,-0.01475711,0.5578366,0.5350405,0.8010763
162,4.278744,0.8852107,0.3185182,0.56951839,0.21941332,0.02483053,0.112073492,0.036650194,-0.003785801,0.8160409,0.59315,0.7712245
163,3.7660615,0.91871,0.3332156,0.38330242,0.21607003,0.03522703,-0.033397478,-0.017062288,0.004674454,0.8108837,0.506161,0.9063706
164,4.277772,0.910665,0.3302899,0.70235475,0.27939437,0.03142177,0.169601448,0.060195501,-0.002383336,0.6810033,0.6842454,0.7322018
165,4.1951372,1.0815756,0.3238414,0.79264178,0.49726823,0.05892304,0.26310003,0.17432599,-0.01892604,0.7277877,0.6697362,0.1893557
166,4.2838582,1.1025171,0.3170861,0.88510935,0.44440009,0.04516574,0.14705887,0.14820499,-0.01341789,0.7169319,0.5330115,0.6156599
167,4.0103402,1.0379012,0.3070439,0.61231805,0.22189062,0.02670461,0.190441233,0.069748397,-0.007745008,0.8475572,0.5499506,0.9201567
168,4.0235703,0.9943395,0.327304,0.6755682,0.3244423,0.0458866,0.056340501,0.02633344,0.003541807,0.6961893,0.5827714,0.6687512
169,4.0723069,0.9734988,0.3198277,0.7486693,0.3001041,0.03393694,0.28074379,0.11936147,-0.01158177,0.7258619,0.7067254,0.8407723
170,3.9876391,0.9522065,0.3278742,0.69836661,0.26008825,0.03550642,0.069077445,0.016249844,0.000377935,0.6799653,0.5672548,0.8695184
171,3.8311602,0.9207195,0.3253352,0.7010037,0.3710403,0.0395802,0.080052556,0.027930878,0.002369921,0.7584941,0.2646378,0.7235527
172,4.1157526,0.9803152,0.3327362,0.64977949,0.31620835,0.03711334,0.018543415,0.034142933,0.001894312,0.7810808,0.5509904,0.7680709
173,4.1008838,0.9982653,0.3143909,0.63627884,0.21430472,0.02804848,0.210788436,0.048863949,-0.000409684,0.8263046,0.4387895,0.8602023
174,3.6896327,0.8341351,0.3292864,0.51951039,0.22110305,0.03388348,-0.13801219,-0.11000491,0.01655176,0.669321,0.5699389,0.8995178
175,3.9815155,1.0515144,0.3109634,0.81534605,0.37312591,0.04990372,0.14547711,0.14860124,-0.01709185,0.6204369,0.6688053,0.7345391
176,3.9152281,0.9660073,0.3299779,0.6469246,0.29868377,0.03731831,-0.049278461,0.03050539,-0.003253432,0.6341513,0.3555902,0.7545844
177,4.0417539,0.8928249,0.3169693,0.6762498,0.22772233,0.02966609,0.075291238,0.034477735,-0.002653109,0.7174502,0.4856528,0.7909556
178,3.8481038,0.8648367,0.3175773,0.61737744,0.20612325,0.02797868,-0.15793143,-0.032712723,0.007629519,0.8194853,0.7323076,0.7779165
179,4.342693,1.140634,0.291586,0.83325702,0.39610381,0.04359804,0.35035247,0.16240723,-0.01754354,0.6684663,0.3720349,0.7413481
180,4.0729702,0.9037843,0.330757,0.68997711,0.27345195,0.03060837,0.063399522,0.016110731,0.000652913,0.5820732,0.4693889,0.8511403
181,4.047372,0.9008604,0.3301245,0.60325673,0.26114786,0.03241932,0.084833797,0.003637847,0.003438703,0.7430837,0.6589093,0.6866326
182,4.0664275,0.9911878,0.3002815,0.53362526,0.28309094,0.03664481,0.19478181,0.10842086,-0.01186626,0.8396305,0.6787439,0.8768853
183,3.7733518,0.9883202,0.3237447,0.41003606,0.20850883,0.03100932,0.05373226,0.047174923,-0.007053314,0.8548093,0.4359832,0.835351
184,3.9248181,1.0549017,0.3052354,0.84997999,0.36794079,0.03997246,0.272780679,0.114228388,-0.006223838,0.597564,0.1997445,0.8543589
185,4.4095798,1.0285415,0.2978691,1.17549064,0.60794445,0.05373501,0.40723798,0.19572837,-0.01414254,0.7697554,0.6051398,0.823578
