CExp1,HExp1,CExp2,HExp2,CExp3,HExp3,CExp4,HExp4,CExp5,HExp5
0.2978057,0.375217641,0.3191016,0.326406787,0.2979457,0.344409077,0.3145597,0.303138301,0.2065686,0.372276309
0.2044335,0.387936903,0.3095317,0.329372438,0.3265202,0.342924343,0.3230317,0.332702987,0.2327246,0.364388585
0.3011555,0.370503758,0.3229351,0.334325686,0.338221,0.342005197,0.3499393,0.312111641,0.3016907,0.365561625
0.3280174,0.365984177,0.3253191,0.347019883,0.3171507,0.334455475,0.3148576,0.355650695,0.2846268,0.374841721
0.3118792,0.364411947,0.3292761,0.359942872,0.3059188,0.333134763,0.3246417,0.335852431,0.275631,0.369994254
0.3420242,0.359519395,0.3161135,0.37401103,0.3104862,0.352832163,0.2621388,0.329442184,0.2464003,0.376948895
0.2526495,0.391589186,0.3172584,0.342200154,0.331036,0.341454666,0.3122675,0.360584062,0.2285055,0.366352526
0.1799894,0.370790547,0.3167852,0.348116093,0.3066563,0.329984622,0.2927167,0.350672172,0.230158,0.367600503
0.3257347,0.364302744,0.3128078,0.339216241,0.3309988,0.322697608,0.3176598,0.299288609,0.2889618,0.367738783
0.3259904,0.363088832,0.3160925,0.360507655,0.3304182,0.338323516,0.3125427,0.342338394,0.3160191,0.365438448
0.2740404,0.36666761,0.2950367,0.347545552,0.3190891,0.329895077,0.3114433,0.34116403,0.212425,0.368035911
0.3585754,0.376698695,0.302894,0.364130989,0.3246479,0.318845598,0.3329841,0.331679336,0.2551071,0.355414411
0.2152472,0.357516845,0.3058317,0.334482122,0.3346834,0.315786878,0.3025714,0.318563163,0.2529461,0.367053785
0.3488056,0.369426688,0.3047867,0.366079274,0.3224298,0.31885226,0.321244,0.30210594,0.3248066,0.36117345
0.2738031,0.359063826,0.3360934,0.335829651,0.3455762,0.332693449,0.3567428,0.294049595,0.3091397,0.362759218
0.2903812,0.357946532,0.2950342,0.354824351,0.3155221,0.331652206,0.3540379,0.331992377,0.2672268,0.369837161
0.2958214,0.353842669,0.3169142,0.361094981,0.3173494,0.342926995,0.3316511,0.334530887,0.3177241,0.366275192
0.2605158,0.350341754,0.3143767,0.338191303,0.3252175,0.335083856,0.2763291,0.318748975,0.222791,0.363184541
0.2458527,0.380868406,0.3248999,0.335265581,0.3281723,0.336955943,0.3068813,0.339112487,0.2516415,0.365554847
0.2840101,0.364422646,0.3225322,0.325039986,0.3389036,0.330562379,0.3312895,0.331403015,0.2138715,0.364352452
0.3603287,0.374920672,0.3133735,0.351236187,0.3376538,0.342623265,0.2710621,0.334713654,0.2338632,0.362639932
0.07090861,0.379047376,0.2974772,0.341571266,0.3174627,0.325984729,0.3347213,0.328257689,0.2631157,0.36627716
0.2562433,0.334206848,0.3101847,0.342366077,0.3095673,0.350911656,0.327966,0.353578862,0.2577999,0.370041424
0.3487901,0.360509222,0.3145223,0.329869237,0.3209448,0.349997697,0.334452,0.341117555,0.2549706,0.369913869
0.3343268,0.373505366,0.3115318,0.352194459,0.3013439,0.342099437,0.2720686,0.305289711,0.2674094,0.355883519
0.2754952,0.357026587,0.3202923,0.369021315,0.3183672,0.329882365,0.313271,0.286706806,0.2637275,0.367837457
0.1963417,0.352229292,0.3387956,0.332621976,0.3235047,0.331082812,0.3074918,0.334434468,0.2792496,0.36535473
0.2202878,0.346313748,0.317899,0.345443354,0.3192032,0.341442635,0.3014075,0.319474088,0.2839098,0.360214925
0.2270856,0.372568943,0.3241904,0.340207792,0.3250669,0.325313392,0.3305855,0.328821704,0.2851569,0.360562082
0.2698092,0.348101673,0.3066932,0.353870915,0.3306123,0.334280991,0.3242367,0.323891998,0.3020594,0.369147279
0.3035062,0.356946404,0.3165169,0.349955247,0.3128555,0.326077599,0.3672509,0.32650835,0.3003915,0.368153801
0.3183734,0.361157078,0.2908642,0.336171842,0.3089861,0.327715245,0.3245101,0.330741111,0.2371131,0.37111732
0.3128618,0.360477281,0.3069559,0.344767067,0.3225708,0.330460368,0.3398105,0.321499335,0.260974,0.364359802
0.2946803,0.377352771,0.2995779,0.347022307,0.3193203,0.365431792,0.3357514,0.301321931,0.2673535,0.367763139
0.1192456,0.365352024,0.3266456,0.354211208,0.2986149,0.313821501,0.2923549,0.32046826,0.3273154,0.366665377
0.302213,0.371409791,0.3219897,0.352213607,0.3186445,0.319178271,0.2947084,0.297991543,0.272937,0.369516896
0.2737702,0.358580458,0.3214901,0.342438119,0.3038141,0.344174794,0.3478437,0.339564791,0.2191312,0.375171836
0.1946423,0.372682941,0.3186834,0.360801116,0.3228981,0.343304259,0.3467832,0.352705839,0.2446253,0.361495282
0.1845726,0.36697522,0.2925636,0.309923894,0.310443,0.331791345,0.3285254,0.257456623,0.2835791,0.374085439
0.2573331,0.349972506,0.3266851,0.349229431,0.3189556,0.336323951,0.3256024,0.309634262,0.2473693,0.366041331
0.3347559,0.369413638,0.3441902,0.353594021,0.3198302,0.317594014,0.3256031,0.258170668,0.2701709,0.356805716
0.3160933,0.374886435,0.3212497,0.349151292,0.3289863,0.3491937,0.3151797,0.341887103,0.239743,0.356260092
0.2682519,0.36024447,0.3078274,0.349036191,0.3282537,0.333255321,0.2998294,0.272726834,0.2158133,0.372504427
0.3237463,0.355888154,0.3378004,0.346950147,0.3077711,0.334703393,0.334243,0.340809353,0.2762268,0.370732936
0.2622599,0.371755147,0.3302492,0.354418887,0.3327144,0.337322284,0.3600795,0.308537803,0.2649426,0.371828167
0.09017876,0.356946922,0.3063823,0.370205861,0.3256082,0.339836141,0.360894,0.311351067,0.2285797,0.375385287
0.2689384,0.380539484,0.3084941,0.342754835,0.3192599,0.338987457,0.3176977,0.323881932,0.2902299,0.373141274
0.3191969,0.367033608,0.3281614,0.345882233,0.3317279,0.320847422,0.3691072,0.286130863,0.2441089,0.362462176
0.2465318,0.338871109,0.3205745,0.360580956,0.3049297,0.329049555,0.3417257,0.317924226,0.2460126,0.37558664
0.3307343,0.344171742,0.3013839,0.358520487,0.322617,0.333912239,0.3030418,0.298774225,0.2455975,0.378959365
0.2261109,0.354052307,0.3090762,0.359543691,0.2869905,0.33873722,0.2975755,0.339179965,0.2547801,0.370227516
0.2027131,0.379654739,0.3179856,0.355780539,0.3204977,0.341454825,0.2856372,0.324828228,0.2266454,0.377020527
0.2767378,0.329128395,0.3313864,0.343447108,0.3245029,0.329376859,0.3237482,0.315232122,0.2689689,0.362877574
0.209721,0.357299033,0.3173814,0.347616041,0.3259605,0.317913726,0.2814313,0.328060472,0.2764234,0.365736234
0.3296853,0.365873185,0.3275808,0.333511546,0.3175216,0.329034403,0.2938664,0.315731743,0.2926711,0.36529391
0.2536682,0.378202816,0.3103887,0.351135044,0.3291496,0.330136422,0.3387228,0.327774888,0.2463661,0.367230197
0.3231035,0.358555173,0.3280738,0.350732156,0.3372198,0.331913031,0.3101073,0.30492087,0.321853,0.359646203
0.2383188,0.364619362,0.3344849,0.349853265,0.2983068,0.331901283,0.3296753,0.351225955,0.1994004,0.376018833
0.3168477,0.379762584,0.3331723,0.34633292,0.3249767,0.314586668,0.3065807,0.32407063,0.2722658,0.373277375
-0.04290418,0.369326864,0.3175536,0.347105842,0.3096835,0.323277756,0.3259789,0.337142112,0.262217,0.369398855
0.3093103,0.367714912,0.3199044,0.339906063,0.3325186,0.346989849,0.2975386,0.324085592,0.2946478,0.360015758
0.1915686,0.364104001,0.334295,0.342826067,0.3147019,0.322320944,0.3342468,0.306005639,0.3170824,0.353307551
0.1811983,0.366392719,0.3350219,0.337922435,0.3224874,0.343353703,0.35226,0.291987288,0.2673447,0.372003936
0.2801692,0.349757762,0.3187762,0.3384795,0.3199975,0.321705613,0.3238125,0.328660771,0.3007476,0.361560409
0.2704752,0.366030365,0.3160068,0.365057349,0.3269109,0.336315798,0.3254306,0.320547222,0.2892868,0.368127201
0.2233975,0.36800875,0.3400502,0.333174141,0.3368376,0.324652812,0.3637721,0.356638974,0.2296546,0.369511935
0.3009577,0.376463064,0.3054681,0.355965407,0.3396268,0.334370256,0.3194572,0.3538391,0.2682979,0.37106165
0.1788241,0.363994613,0.322726,0.344249888,0.3212554,0.345522105,0.3104615,0.334600618,0.2676589,0.370369823
0.2245372,0.370448842,0.2980589,0.357937212,0.3263102,0.361001177,0.3023933,0.314962054,0.1710026,0.35836877
0.2473817,0.375387596,0.3099754,0.361578565,0.3227517,0.334313285,0.2904795,0.327812702,0.2848967,0.370606001
0.3277332,0.385101701,0.329878,0.344513302,0.3137871,0.330806338,0.3202257,0.324854895,0.3138433,0.369999285
0.3275874,0.363879621,0.3064354,0.367418223,0.3213873,0.329436602,0.3249787,0.298089376,0.2760396,0.358457036
0.3074657,0.366691377,0.3153121,0.344371851,0.3163177,0.331944039,0.3416759,0.315394491,0.2702831,0.369259805
0.3226463,0.376170721,0.3355365,0.345949175,0.3179535,0.336146671,0.3361776,0.374282793,0.2438435,0.373432593
0.2124015,0.386912197,0.3223594,0.358348868,0.3117298,0.345669479,0.2855574,0.344319145,0.2820979,0.364031126
0.3552305,0.366242894,0.290545,0.356354465,0.3212162,0.317383782,0.3331822,0.301523526,0.23211,0.365698999
0.1781947,0.342762055,0.3392164,0.366398471,0.3259545,0.324093514,0.3126465,0.308934096,0.2908905,0.368003701
0.3401017,0.366103605,0.3200693,0.350411197,0.3273949,0.334072026,0.3099574,0.326378681,0.214321,0.366369979
0.3001101,0.380153011,0.3365961,0.344523922,0.3264517,0.329826143,0.3175972,0.350072205,0.2765476,0.36511064
0.3077035,0.357520588,0.3270132,0.357148097,0.3062809,0.341834384,0.3337763,0.331231255,0.2555054,0.366575622
0.3355508,0.366458103,0.3435303,0.359972678,0.316855,0.327018297,0.2999237,0.339463173,0.2964023,0.372458087
0.3437558,0.372479785,0.3375551,0.345628071,0.3252935,0.334082063,0.2959397,0.353900119,0.2759402,0.360761772
0.2317885,0.341971934,0.2860064,0.333467811,0.3220254,0.328942869,0.3353504,0.338496172,0.308964,0.37516132
0.3072021,0.361693931,0.3276859,0.360083461,0.3262068,0.326103395,0.3346179,0.3047767,0.3188797,0.364995088
0.2940929,0.370905435,0.3111859,0.362213315,0.3050545,0.308181373,0.3459068,0.358317684,0.2579835,0.364318215
0.347254,0.361017407,0.2740618,0.371043596,0.3163561,0.325860933,0.3124988,0.331957064,0.2795456,0.377941647
0.2591658,0.364162629,0.3064535,0.352962751,0.3054492,0.34583586,0.2625852,0.304265065,0.2560496,0.368038397
0.2125856,0.379201604,0.316975,0.353834417,0.3319597,0.333007419,0.3004349,0.329229069,0.2752642,0.378707715
0.3533402,0.363739361,0.3345384,0.349185184,0.3310362,0.328946571,0.3110164,0.325475021,0.2795242,0.359232213
0.1970431,0.398054095,0.3400636,0.3571857,0.3234692,0.329816885,0.3329723,0.371183318,0.2588149,0.37942722
0.2527471,0.369400422,0.3204168,0.3462985,0.3277912,0.33504865,0.2969566,0.326327847,0.3227509,0.363033311
0.344944,0.352630096,0.3231098,0.348094863,0.3094226,0.350344647,0.3200488,0.330178689,0.2899657,0.363921498
0.2182525,0.353766026,0.3322145,0.343777954,0.3349716,0.338156966,0.2842137,0.287798194,0.2235848,0.368881302
0.2895726,0.390330246,0.3022046,0.343953353,0.3056636,0.334130817,0.277912,0.33237355,0.2866717,0.364685093
0.2841146,0.362834301,0.3233434,0.358065159,0.3093578,0.330121921,0.2761322,0.279711658,0.2992183,0.379876052
0.2988687,0.369321489,0.3302193,0.35497774,0.3368765,0.353822566,0.3048852,0.296950747,0.3003219,0.378017379
0.1412561,0.361196128,0.29392,0.336744256,0.3148534,0.32521262,0.3200039,0.311338958,0.3033451,0.359395836
0.2408659,0.35923967,0.3143201,0.358487127,0.320338,0.345384202,0.3331465,0.295498417,0.2713894,0.373056689
0.3213339,0.375672992,0.3277477,0.34844737,0.3156889,0.347768287,0.3233367,0.358411647,0.269531,0.370498235
0.308719,0.371284395,0.3140725,0.35962898,0.3259888,0.33125528,0.2873129,0.302863207,0.25038,0.364602317
0.24659,0.35499871,0.3270536,0.34583773,0.320865,0.316939279,0.341005,0.32665403,0.3093082,0.36170305
0.2895701,0.380377174,0.3174702,0.354128098,0.32611,0.319979614,0.2976313,0.267893126,0.257379,0.360789833
0.2354976,0.357879085,0.356528,0.359298334,0.3158845,0.337598739,0.3363621,0.364358652,0.2939261,0.366246457
0.1770925,0.384130317,0.317652,0.349025698,0.3097149,0.32409545,0.3036528,0.336093607,0.2376961,0.372125931
0.3106546,0.375031516,0.3374481,0.348575275,0.3151496,0.346460377,0.3347859,0.276588091,0.2591096,0.363419402
0.2965827,0.348585222,0.3322344,0.334675851,0.3127034,0.324157952,0.2962361,0.314031473,0.2942663,0.376249918
0.2749102,0.3665511,0.3182486,0.340856719,0.3155799,0.326240197,0.3322804,0.299328109,0.2627581,0.371114196
0.132302,0.381701844,0.3140179,0.334261935,0.3165684,0.327788994,0.3279325,0.32265752,0.1842142,0.374581889
0.2358783,0.384790889,0.3424274,0.35202549,0.3318884,0.327786354,0.2968071,0.349652386,0.2276324,0.372021261
0.2101103,0.366492301,0.3427106,0.358090149,0.3222867,0.339168824,0.3074365,0.3194369,0.2939914,0.374366481
0.1986305,0.371375398,0.3484374,0.375488425,0.3132701,0.33314078,0.3435172,0.318101659,0.2148597,0.362742975
0.2006191,0.374001043,0.3240511,0.348335497,0.3069729,0.315384958,0.2952372,0.332785878,0.2924964,0.364140839
0.2297509,0.341876622,0.3257883,0.371335498,0.3260829,0.334906526,0.3192561,0.309739031,0.3222547,0.37102017
0.3336125,0.359039602,0.3222342,0.351540649,0.3494867,0.332644786,0.3222344,0.341917548,0.2789927,0.366169834
0.3043049,0.361112998,0.3250741,0.365486984,0.3246628,0.327561972,0.3452968,0.357265175,0.2656616,0.362689432
0.3168193,0.356433277,0.3439118,0.332233948,0.3205515,0.357987496,0.3065518,0.351267288,0.2405942,0.368818744
0.3462671,0.349993382,0.2988716,0.37259209,0.3464284,0.33947883,0.3574597,0.342984559,0.2636829,0.369620731
0.2039464,0.362567818,0.3185182,0.338599179,0.312618,0.351192108,0.3103428,0.331045694,0.3078613,0.362521341
0.229332,0.368883045,0.3332156,0.351731201,0.2959222,0.342491505,0.2882304,0.35564619,0.2799013,0.375488495
0.2756397,0.366728976,0.3302899,0.348527051,0.3198997,0.330417576,0.3375834,0.35146601,0.3033867,0.356805062
0.2474243,0.351436349,0.3238414,0.359791339,0.3297675,0.32774996,0.3272072,0.355766084,0.2687308,0.365469589
0.3126396,0.360744569,0.3170861,0.357538488,0.3196655,0.35371583,0.300303,0.344909081,0.335053,0.361642258
0.3123411,0.401099363,0.3070439,0.364526365,0.3222372,0.3339265,0.3330434,0.322455635,0.2683969,0.363970529
0.3411305,0.34890602,0.327304,0.349801959,0.3451522,0.338176669,0.3379589,0.310280789,0.2044909,0.374022778
0.24957,0.366807355,0.3198277,0.339035335,0.3093149,0.325670356,0.3161364,0.296121609,0.2789261,0.368431944
0.156041,0.372548233,0.3278742,0.329488586,0.3241863,0.34013041,0.3364889,0.295553523,0.2656873,0.367176048
0.1556189,0.373252881,0.3253352,0.362308424,0.3518076,0.344651262,0.2837821,0.352816635,0.2621767,0.372050321
0.3045229,0.349570552,0.3327362,0.324026922,0.3110733,0.340802899,0.3309738,0.317794942,0.2676738,0.377238837
0.2730003,0.366964964,0.3143909,0.340885308,0.308471,0.333287411,0.322487,0.341749953,0.2590767,0.359373092
0.2060331,0.348805954,0.3292864,0.331137553,0.313669,0.327729784,0.3032934,0.308126917,0.3021873,0.371522093
0.2131209,0.354337827,0.3109634,0.342475529,0.3283178,0.338796157,0.3643166,0.31796978,0.2817235,0.381362361
0.3156587,0.358686992,0.3299779,0.330949611,0.3165734,0.327456083,0.3373856,0.323616994,0.3092845,0.365180669
0.302018,0.355708852,0.3169693,0.344989034,0.3138232,0.324287197,0.298719,0.327058391,0.242532,0.363772794
0.3524716,0.374887842,0.3175773,0.334341468,0.3290654,0.34657191,0.3150657,0.298934811,0.2644891,0.368885756
0.2085688,0.379816925,0.291586,0.356131768,0.325765,0.330357535,0.2738118,0.330710987,0.2630161,0.361614251
0.1951243,0.384282985,0.330757,0.358743158,0.3127425,0.326256858,0.3263857,0.326650419,0.2980283,0.364822048
0.3090767,0.343448578,0.3301245,0.332380645,0.2884235,0.341240536,0.3350404,0.298263839,0.257585,0.368386461
0.2669422,0.354502466,0.3002815,0.350550445,0.2985069,0.334434352,0.3552326,0.296678468,0.2920775,0.364472222
0.2984845,0.36543124,0.3237447,0.332435092,0.3225531,0.329450392,0.3142554,0.391080052,0.3318626,0.378074241
0.3023572,0.394319479,0.3052354,0.354507796,0.3191308,0.32304626,0.3234083,0.3167787,0.239222,0.370942782
0.2428105,0.374505431,0.2978691,0.347552871,0.3055417,0.343891719,0.2875921,0.333721836,0.2589243,0.367054605
0.2568154,0.39105112,0.2989133,0.350179636,0.326328,0.334613853,0.3132743,0.359074296,0.3189994,0.37261681
0.3046693,0.384194364,0.3023227,0.369990012,0.297273,0.329010684,0.3021823,0.308060404,0.2810105,0.365590285
0.2919917,0.366860352,0.3255622,0.328431809,0.3388597,0.327089065,0.2790401,0.323008839,0.2725575,0.366424748
0.3176324,0.379145264,0.3120429,0.342921294,0.3311992,0.327247438,0.331811,0.313015403,0.2774487,0.36509295
0.246485,0.383225596,0.3301347,0.348246081,0.3213775,0.321514679,0.2773695,0.325147818,0.2752629,0.376992282
0.2219201,0.36661916,0.3418257,0.331420519,0.3234712,0.345712501,0.2956665,0.313495784,0.2689476,0.360591257
0.2840817,0.356041972,0.3056743,0.335633755,0.3291857,0.322796308,0.3015606,0.309817255,0.2903042,0.365339908
0.2423686,0.3800712,0.3137985,0.345471342,0.3131704,0.324553079,0.3498543,0.285731456,0.2249859,0.366779639
0.2989119,0.352542228,0.3201706,0.345093918,0.3398585,0.327581514,0.3421031,0.303979055,0.2302732,0.372129233
0.3292936,0.37599615,0.3192883,0.342138114,0.3256318,0.346547938,0.3374521,0.298249884,0.285472,0.370714413
0.2078006,0.374404515,0.3184078,0.337093476,0.3098071,0.335402061,0.3210304,0.316853437,0.2077187,0.377160211
0.3166472,0.361165724,0.3240404,0.32853007,0.3288424,0.330702745,0.3156304,0.335275913,0.2808387,0.364527102
0.252238,0.392812891,0.3249616,0.321656182,0.3352229,0.347444093,0.3096312,0.36875436,0.2754257,0.366795694
0.2634741,0.356861212,0.3243062,0.339195328,0.3178676,0.338647749,0.3431735,0.381635584,0.3036929,0.364947386
0.2503017,0.389486766,0.3087367,0.362313333,0.3182052,0.326403114,0.3158624,0.361352066,0.3066942,0.369181069
